Date,Temp
6/20/2017,55.906
6/20/2017,55.776
6/20/2017,55.602
6/20/2017,55.472
6/20/2017,55.342
6/20/2017,55.213
6/20/2017,55.125
6/20/2017,54.995
6/20/2017,54.865
6/20/2017,54.777
6/20/2017,54.691
6/20/2017,54.648
6/20/2017,54.604
6/20/2017,54.604
6/20/2017,54.648
6/20/2017,54.734
6/20/2017,54.777
6/20/2017,54.909
6/20/2017,55.038
6/20/2017,55.168
6/20/2017,55.342
6/20/2017,55.515
6/20/2017,55.733
6/20/2017,55.992
6/20/2017,56.251
6/20/2017,56.556
6/20/2017,56.901
6/20/2017,57.29
6/20/2017,57.722
6/20/2017,58.152
6/20/2017,58.582
6/20/2017,59.014
6/20/2017,59.486
6/20/2017,59.959
6/20/2017,60.474
6/20/2017,60.991
6/20/2017,61.506
6/20/2017,61.977
6/20/2017,62.49
6/20/2017,62.962
6/20/2017,63.39
6/20/2017,63.775
6/20/2017,64.161
6/20/2017,64.546
6/20/2017,64.931
6/20/2017,65.273
6/20/2017,65.53
6/20/2017,65.829
6/20/2017,66.043
6/20/2017,66.173
6/20/2017,66.301
6/20/2017,66.429
6/20/2017,66.472
6/20/2017,66.515
6/20/2017,66.558
6/20/2017,66.515
6/20/2017,66.472
6/20/2017,66.385
6/20/2017,66.301
6/20/2017,66.173
6/20/2017,66
6/20/2017,65.829
6/20/2017,65.615
6/20/2017,65.444
6/20/2017,65.23
6/20/2017,64.974
6/20/2017,64.674
6/20/2017,64.418
6/20/2017,64.074
6/20/2017,63.775
6/20/2017,63.475
6/20/2017,63.219
6/20/2017,62.962
6/20/2017,62.704
6/20/2017,62.447
6/20/2017,62.233
6/20/2017,62.019
6/21/2017,61.804
6/21/2017,61.59
6/21/2017,61.376
6/21/2017,61.162
6/21/2017,60.904
6/21/2017,60.69
6/21/2017,60.474
6/21/2017,60.303
6/21/2017,60.089
6/21/2017,59.916
6/21/2017,59.788
6/21/2017,59.745
6/21/2017,59.616
6/21/2017,59.529
6/21/2017,59.445
6/21/2017,59.315
6/21/2017,59.185
6/21/2017,59.099
6/21/2017,59.014
6/21/2017,58.928
6/21/2017,58.798
6/21/2017,58.712
6/21/2017,58.626
6/21/2017,58.498
6/21/2017,58.411
6/21/2017,58.282
6/21/2017,58.152
6/21/2017,58.066
6/21/2017,57.979
6/21/2017,57.893
6/21/2017,57.85
6/21/2017,57.807
6/21/2017,57.807
6/21/2017,57.765
6/21/2017,57.807
6/21/2017,57.85
6/21/2017,57.893
6/21/2017,57.979
6/21/2017,58.066
6/21/2017,58.195
6/21/2017,58.325
6/21/2017,58.498
6/21/2017,58.669
6/21/2017,58.842
6/21/2017,59.142
6/21/2017,59.445
6/21/2017,59.788
6/21/2017,60.046
6/21/2017,60.26
6/21/2017,60.474
6/21/2017,60.818
6/21/2017,61.205
6/21/2017,61.547
6/21/2017,61.934
6/21/2017,62.362
6/21/2017,62.791
6/21/2017,63.219
6/21/2017,63.689
6/21/2017,64.117
6/21/2017,64.503
6/21/2017,64.931
6/21/2017,65.316
6/21/2017,65.701
6/21/2017,66.043
6/21/2017,66.344
6/21/2017,66.643
6/21/2017,66.857
6/21/2017,67.071
6/21/2017,67.242
6/21/2017,67.329
6/21/2017,67.413
6/21/2017,67.456
6/21/2017,67.456
6/21/2017,67.456
6/21/2017,67.456
6/21/2017,67.372
6/21/2017,67.285
6/21/2017,67.199
6/21/2017,67.071
6/21/2017,66.9
6/21/2017,66.729
6/21/2017,66.558
6/21/2017,66.344
6/21/2017,66.173
6/21/2017,65.916
6/21/2017,65.658
6/21/2017,65.403
6/21/2017,65.145
6/21/2017,64.888
