Site,Date,Temp
Above Discharge,1/4/2016,40.532
Above Discharge,1/4/2016,40.485
Above Discharge,1/4/2016,40.485
Above Discharge,1/4/2016,40.438
Above Discharge,1/4/2016,40.392
Above Discharge,1/4/2016,40.345
Above Discharge,1/4/2016,40.298
Above Discharge,1/4/2016,40.251
Above Discharge,1/4/2016,40.204
Above Discharge,1/4/2016,40.158
Above Discharge,1/4/2016,40.158
Above Discharge,1/4/2016,40.064
Above Discharge,1/4/2016,40.064
Above Discharge,1/4/2016,40.017
Above Discharge,1/4/2016,40.017
Above Discharge,1/4/2016,40.064
Above Discharge,1/4/2016,40.064
Above Discharge,1/4/2016,40.064
Above Discharge,1/4/2016,40.064
Above Discharge,1/4/2016,40.064
Above Discharge,1/4/2016,40.017
Above Discharge,1/4/2016,39.97
Above Discharge,1/4/2016,39.877
Above Discharge,1/4/2016,39.83
Above Discharge,1/4/2016,39.783
Above Discharge,1/4/2016,39.783
Above Discharge,1/4/2016,39.69
Above Discharge,1/4/2016,39.643
Above Discharge,1/4/2016,39.596
Above Discharge,1/4/2016,39.596
Above Discharge,1/4/2016,39.549
Above Discharge,1/5/2016,39.502
Above Discharge,1/5/2016,39.454
Above Discharge,1/5/2016,39.454
Above Discharge,1/5/2016,39.407
Above Discharge,1/5/2016,39.407
Above Discharge,1/5/2016,39.407
Above Discharge,1/5/2016,39.36
Above Discharge,1/5/2016,39.36
Above Discharge,1/5/2016,39.313
Above Discharge,1/5/2016,39.313
Above Discharge,1/5/2016,39.313
Above Discharge,1/5/2016,39.267
Above Discharge,1/5/2016,39.22
Above Discharge,1/5/2016,39.173
Above Discharge,1/5/2016,39.124
Above Discharge,1/5/2016,39.031
Above Discharge,1/5/2016,38.984
Above Discharge,1/5/2016,38.889
Above Discharge,1/5/2016,38.795
Above Discharge,1/5/2016,38.748
Above Discharge,1/5/2016,38.7
Above Discharge,1/5/2016,38.606
Above Discharge,1/5/2016,38.511
Above Discharge,1/5/2016,38.415
Above Discharge,1/5/2016,38.322
Above Discharge,1/5/2016,38.226
Above Discharge,1/5/2016,38.179
Above Discharge,1/5/2016,38.084
Above Discharge,1/5/2016,37.989
Above Discharge,1/5/2016,37.893
Above Discharge,1/5/2016,37.798
Above Discharge,1/5/2016,37.702
Above Discharge,1/5/2016,37.656
Above Discharge,1/5/2016,37.56
Above Discharge,1/5/2016,37.465
Above Discharge,1/5/2016,37.416
Above Discharge,1/5/2016,37.321
Above Discharge,1/5/2016,37.321
Above Discharge,1/5/2016,37.321
Above Discharge,1/5/2016,37.321
Above Discharge,1/5/2016,37.369
Above Discharge,1/5/2016,37.465
Above Discharge,1/5/2016,37.656
Above Discharge,1/5/2016,37.846
Above Discharge,1/5/2016,38.131
Above Discharge,1/5/2016,38.464
Above Discharge,1/5/2016,38.842
Above Discharge,1/5/2016,39.124
Above Discharge,1/5/2016,39.313
Above Discharge,1/5/2016,39.549
Above Discharge,1/5/2016,39.97
Above Discharge,1/5/2016,40.251
Above Discharge,1/5/2016,40.532
Above Discharge,1/5/2016,40.811
Above Discharge,1/5/2016,41.043
Above Discharge,1/5/2016,41.23
Above Discharge,1/5/2016,41.416
Above Discharge,1/5/2016,41.554
Above Discharge,1/5/2016,41.648
Above Discharge,1/5/2016,41.693
Above Discharge,1/5/2016,41.787
Above Discharge,1/5/2016,41.832
Above Discharge,1/5/2016,41.925
Above Discharge,1/5/2016,41.97
Above Discharge,1/5/2016,42.064
Above Discharge,1/5/2016,42.109
Above Discharge,1/5/2016,42.202
Above Discharge,1/5/2016,42.294
Above Discharge,1/5/2016,42.341
Above Discharge,1/5/2016,42.386
Above Discharge,1/5/2016,42.386
Above Discharge,1/5/2016,42.341
Above Discharge,1/5/2016,42.341
Above Discharge,1/5/2016,42.294
Above Discharge,1/5/2016,42.202
Above Discharge,1/5/2016,42.156
Above Discharge,1/5/2016,42.064
Above Discharge,1/5/2016,41.925
Above Discharge,1/5/2016,41.832
