D,DateTime,TempF,Location
4814,8/29/2015 15:15,77.815,CedarRiverSite1
4815,8/29/2015 15:30,78.165,CedarRiverSite1
4816,8/29/2015 15:45,78.382,CedarRiverSite1
4817,8/29/2015 16:00,78.514,CedarRiverSite1
4818,8/29/2015 16:15,78.559,CedarRiverSite1
4819,8/29/2015 16:30,78.602,CedarRiverSite1
4820,8/29/2015 16:45,78.514,CedarRiverSite1
4821,8/29/2015 17:00,78.339,CedarRiverSite1
4822,8/29/2015 17:15,78.076,CedarRiverSite1
4823,8/29/2015 17:30,77.727,CedarRiverSite1
4824,8/29/2015 17:45,77.378,CedarRiverSite1
4825,8/29/2015 18:00,76.986,CedarRiverSite1
4826,8/29/2015 18:15,76.507,CedarRiverSite1
4827,8/29/2015 18:30,76.028,CedarRiverSite1
4828,8/29/2015 18:45,75.551,CedarRiverSite1
4829,8/29/2015 19:00,75.029,CedarRiverSite1
4830,8/29/2015 19:15,74.424,CedarRiverSite1
4831,8/29/2015 19:30,73.861,CedarRiverSite1
4832,8/29/2015 19:45,73.256,CedarRiverSite1
4833,8/29/2015 20:00,72.567,CedarRiverSite1
4834,8/29/2015 20:15,71.92,CedarRiverSite1
4835,8/29/2015 20:30,71.19,CedarRiverSite1
4836,8/29/2015 20:45,70.502,CedarRiverSite1
4837,8/29/2015 21:00,69.901,CedarRiverSite1
4838,8/29/2015 21:15,69.3,CedarRiverSite1
4839,8/29/2015 21:30,68.828,CedarRiverSite1
4840,8/29/2015 21:45,68.4,CedarRiverSite1
4841,8/29/2015 22:00,68.099,CedarRiverSite1
4842,8/29/2015 22:15,67.757,CedarRiverSite1
4843,8/29/2015 22:30,67.456,CedarRiverSite1
4844,8/29/2015 22:45,67.199,CedarRiverSite1
4845,8/29/2015 23:00,66.943,CedarRiverSite1
4846,8/29/2015 23:15,66.686,CedarRiverSite1
4847,8/29/2015 23:30,66.472,CedarRiverSite1
4848,8/29/2015 23:45,66.214,CedarRiverSite1
4849,8/30/2015 0:00,66,CedarRiverSite1
4850,8/30/2015 0:15,65.788,CedarRiverSite1
4851,8/30/2015 0:30,65.53,CedarRiverSite1
4852,8/30/2015 0:45,65.273,CedarRiverSite1
4853,8/30/2015 1:00,65.059,CedarRiverSite1
4854,8/30/2015 1:15,64.845,CedarRiverSite1
4855,8/30/2015 1:30,64.674,CedarRiverSite1
4856,8/30/2015 1:45,64.459,CedarRiverSite1
4857,8/30/2015 2:00,64.288,CedarRiverSite1
4858,8/30/2015 2:15,64.074,CedarRiverSite1
4859,8/30/2015 2:30,63.903,CedarRiverSite1
4860,8/30/2015 2:45,63.732,CedarRiverSite1
4861,8/30/2015 3:00,63.561,CedarRiverSite1
4862,8/30/2015 3:15,63.475,CedarRiverSite1
4863,8/30/2015 3:30,63.347,CedarRiverSite1
4864,8/30/2015 3:45,63.219,CedarRiverSite1
4865,8/30/2015 4:00,63.09,CedarRiverSite1
4866,8/30/2015 4:15,62.962,CedarRiverSite1
4867,8/30/2015 4:30,62.791,CedarRiverSite1
4868,8/30/2015 4:45,62.661,CedarRiverSite1
4869,8/30/2015 5:00,62.533,CedarRiverSite1
4870,8/30/2015 5:15,62.362,CedarRiverSite1
4871,8/30/2015 5:30,62.191,CedarRiverSite1
4872,8/30/2015 5:45,62.019,CedarRiverSite1
4873,8/30/2015 6:00,61.891,CedarRiverSite1
4874,8/30/2015 6:15,61.72,CedarRiverSite1
4875,8/30/2015 6:30,61.506,CedarRiverSite1
4876,8/30/2015 6:45,61.333,CedarRiverSite1
4877,8/30/2015 7:00,61.162,CedarRiverSite1
4878,8/30/2015 7:15,61.032,CedarRiverSite1
4879,8/30/2015 7:30,60.991,CedarRiverSite1
4880,8/30/2015 7:45,60.948,CedarRiverSite1
4881,8/30/2015 8:00,60.991,CedarRiverSite1
4882,8/30/2015 8:15,60.991,CedarRiverSite1
4883,8/30/2015 8:30,61.032,CedarRiverSite1
4884,8/30/2015 8:45,61.075,CedarRiverSite1
4885,8/30/2015 9:00,61.248,CedarRiverSite1
4886,8/30/2015 9:15,61.547,CedarRiverSite1
4887,8/30/2015 9:30,61.891,CedarRiverSite1
4888,8/30/2015 9:45,62.362,CedarRiverSite1
4889,8/30/2015 10:00,62.875,CedarRiverSite1
4890,8/30/2015 10:15,63.433,CedarRiverSite1
4891,8/30/2015 10:30,63.99,CedarRiverSite1
4892,8/30/2015 10:45,64.717,CedarRiverSite1
4893,8/30/2015 11:00,65.444,CedarRiverSite1
4894,8/30/2015 11:15,66.258,CedarRiverSite1
4895,8/30/2015 11:30,67.028,CedarRiverSite1
4896,8/30/2015 11:45,67.928,CedarRiverSite1
4897,8/30/2015 12:00,68.785,CedarRiverSite1
4898,8/30/2015 12:15,69.643,CedarRiverSite1
4899,8/30/2015 12:30,70.502,CedarRiverSite1
4900,8/30/2015 12:45,71.361,CedarRiverSite1
4901,8/30/2015 13:00,72.221,CedarRiverSite1
4902,8/30/2015 13:15,73.083,CedarRiverSite1
4903,8/30/2015 13:30,73.947,CedarRiverSite1
4904,8/30/2015 13:45,74.727,CedarRiverSite1
4905,8/30/2015 14:00,75.376,CedarRiverSite1
4906,8/30/2015 14:15,76.071,CedarRiverSite1
4907,8/30/2015 14:30,76.636,CedarRiverSite1
4908,8/30/2015 14:45,77.16,CedarRiverSite1
4909,8/30/2015 15:00,77.378,CedarRiverSite1
4910,8/30/2015 15:15,77.596,CedarRiverSite1
4911,8/30/2015 15:30,77.77,CedarRiverSite1
4912,8/30/2015 15:45,77.945,CedarRiverSite1
4913,8/30/2015 16:00,77.77,CedarRiverSite1
4914,8/30/2015 16:15,77.553,CedarRiverSite1
4915,8/30/2015 16:30,77.292,CedarRiverSite1
4916,8/30/2015 16:45,77.072,CedarRiverSite1
4917,8/30/2015 17:00,76.725,CedarRiverSite1
4918,8/30/2015 17:15,76.289,CedarRiverSite1
4919,8/30/2015 17:30,75.767,CedarRiverSite1
4920,8/30/2015 17:45,75.333,CedarRiverSite1
4921,8/30/2015 18:00,74.813,CedarRiverSite1
4922,8/30/2015 18:15,74.25,CedarRiverSite1
4923,8/30/2015 18:30,73.645,CedarRiverSite1
4924,8/30/2015 18:45,73.083,CedarRiverSite1
4925,8/30/2015 19:00,72.61,CedarRiverSite1
4926,8/30/2015 19:15,72.05,CedarRiverSite1
4927,8/30/2015 19:30,71.577,CedarRiverSite1
4928,8/30/2015 19:45,71.06,CedarRiverSite1
4929,8/30/2015 20:00,70.587,CedarRiverSite1
4930,8/30/2015 20:15,70.201,CedarRiverSite1
4931,8/30/2015 20:30,69.771,CedarRiverSite1
4932,8/30/2015 20:45,69.343,CedarRiverSite1
4933,8/30/2015 21:00,68.956,CedarRiverSite1
4934,8/30/2015 21:15,68.698,CedarRiverSite1
4935,8/30/2015 21:30,68.4,CedarRiverSite1
4936,8/30/2015 21:45,68.099,CedarRiverSite1
4937,8/30/2015 22:00,67.842,CedarRiverSite1
4938,8/30/2015 22:15,67.586,CedarRiverSite1
4939,8/30/2015 22:30,67.329,CedarRiverSite1
4940,8/30/2015 22:45,67.071,CedarRiverSite1
4941,8/30/2015 23:00,66.857,CedarRiverSite1
4942,8/30/2015 23:15,66.6,CedarRiverSite1
4943,8/30/2015 23:30,66.344,CedarRiverSite1
4944,8/30/2015 23:45,66.13,CedarRiverSite1
4945,8/31/2015 0:00,65.872,CedarRiverSite1
4946,8/31/2015 0:15,65.658,CedarRiverSite1
4947,8/31/2015 0:30,65.487,CedarRiverSite1
4948,8/31/2015 0:45,65.273,CedarRiverSite1
4949,8/31/2015 1:00,65.102,CedarRiverSite1
4950,8/31/2015 1:15,64.888,CedarRiverSite1
4951,8/31/2015 1:30,64.674,CedarRiverSite1
4952,8/31/2015 1:45,64.503,CedarRiverSite1
4953,8/31/2015 2:00,64.332,CedarRiverSite1
4954,8/31/2015 2:15,64.161,CedarRiverSite1
4955,8/31/2015 2:30,64.074,CedarRiverSite1
4956,8/31/2015 2:45,63.99,CedarRiverSite1
4957,8/31/2015 3:00,63.903,CedarRiverSite1
4958,8/31/2015 3:15,63.819,CedarRiverSite1
4959,8/31/2015 3:30,63.689,CedarRiverSite1
4960,8/31/2015 3:45,63.561,CedarRiverSite1
4961,8/31/2015 4:00,63.39,CedarRiverSite1
4962,8/31/2015 4:15,63.262,CedarRiverSite1
4963,8/31/2015 4:30,63.09,CedarRiverSite1
4964,8/31/2015 4:45,62.962,CedarRiverSite1
4965,8/31/2015 5:00,62.834,CedarRiverSite1
4966,8/31/2015 5:15,62.704,CedarRiverSite1
4967,8/31/2015 5:30,62.577,CedarRiverSite1
4968,8/31/2015 5:45,62.447,CedarRiverSite1
4969,8/31/2015 6:00,62.362,CedarRiverSite1
4970,8/31/2015 6:15,62.233,CedarRiverSite1
4971,8/31/2015 6:30,62.105,CedarRiverSite1
4972,8/31/2015 6:45,61.934,CedarRiverSite1
4973,8/31/2015 7:00,61.848,CedarRiverSite1
4974,8/31/2015 7:15,61.72,CedarRiverSite1
4975,8/31/2015 7:30,61.633,CedarRiverSite1
4976,8/31/2015 7:45,61.59,CedarRiverSite1
4977,8/31/2015 8:00,61.59,CedarRiverSite1
4978,8/31/2015 8:15,61.677,CedarRiverSite1
4979,8/31/2015 8:30,61.804,CedarRiverSite1
4980,8/31/2015 8:45,62.148,CedarRiverSite1
4981,8/31/2015 9:00,62.577,CedarRiverSite1
4982,8/31/2015 9:15,63.048,CedarRiverSite1
4983,8/31/2015 9:30,63.475,CedarRiverSite1
4984,8/31/2015 9:45,63.518,CedarRiverSite1
4985,8/31/2015 10:00,64.074,CedarRiverSite1
4986,8/31/2015 10:15,64.247,CedarRiverSite1
4987,8/31/2015 10:30,65.102,CedarRiverSite1
4988,8/31/2015 10:45,65.959,CedarRiverSite1
4989,8/31/2015 11:00,66.857,CedarRiverSite1
4990,8/31/2015 11:15,67.757,CedarRiverSite1
4991,8/31/2015 11:30,68.657,CedarRiverSite1
4992,8/31/2015 11:45,69.514,CedarRiverSite1
4993,8/31/2015 12:00,70.372,CedarRiverSite1
4994,8/31/2015 12:15,71.274,CedarRiverSite1
4995,8/31/2015 12:30,72.221,CedarRiverSite1
4996,8/31/2015 12:45,73.213,CedarRiverSite1
4997,8/31/2015 13:00,74.25,CedarRiverSite1
4998,8/31/2015 13:15,75.29,CedarRiverSite1
4999,8/31/2015 13:30,76.246,CedarRiverSite1
5000,8/31/2015 13:45,77.072,CedarRiverSite1
5001,8/31/2015 14:00,77.859,CedarRiverSite1
5002,8/31/2015 14:15,78.559,CedarRiverSite1
5003,8/31/2015 14:30,79.128,CedarRiverSite1
5004,8/31/2015 14:45,79.347,CedarRiverSite1
5005,8/31/2015 15:00,79.524,CedarRiverSite1
5006,8/31/2015 15:15,79.304,CedarRiverSite1
5007,8/31/2015 15:30,79.788,CedarRiverSite1
5008,8/31/2015 15:45,79.173,CedarRiverSite1
5009,8/31/2015 16:00,79.041,CedarRiverSite1
5010,8/31/2015 16:15,78.996,CedarRiverSite1
5011,8/31/2015 16:30,79.173,CedarRiverSite1
5012,8/31/2015 16:45,78.559,CedarRiverSite1
5013,8/31/2015 17:00,77.596,CedarRiverSite1
5014,8/31/2015 17:15,77.247,CedarRiverSite1
5015,8/31/2015 17:30,77.16,CedarRiverSite1
5016,8/31/2015 17:45,76.375,CedarRiverSite1
5017,8/31/2015 18:00,75.767,CedarRiverSite1
5018,8/31/2015 18:15,75.29,CedarRiverSite1
5019,8/31/2015 18:30,75.029,CedarRiverSite1
5020,8/31/2015 18:45,74.683,CedarRiverSite1
5021,8/31/2015 19:00,74.295,CedarRiverSite1
5022,8/31/2015 19:15,73.947,CedarRiverSite1
5023,8/31/2015 19:30,73.558,CedarRiverSite1
5024,8/31/2015 19:45,73.126,CedarRiverSite1
5025,8/31/2015 20:00,72.739,CedarRiverSite1
5026,8/31/2015 20:15,72.307,CedarRiverSite1
5027,8/31/2015 20:30,71.92,CedarRiverSite1
5028,8/31/2015 20:45,71.49,CedarRiverSite1
5029,8/31/2015 21:00,71.103,CedarRiverSite1
5030,8/31/2015 21:15,70.759,CedarRiverSite1
5031,8/31/2015 21:30,70.459,CedarRiverSite1
5032,8/31/2015 21:45,70.158,CedarRiverSite1
5033,8/31/2015 22:00,69.901,CedarRiverSite1
5034,8/31/2015 22:15,69.6,CedarRiverSite1
5035,8/31/2015 22:30,69.256,CedarRiverSite1
5036,8/31/2015 22:45,68.871,CedarRiverSite1
5037,8/31/2015 23:00,68.484,CedarRiverSite1
5038,8/31/2015 23:15,68.056,CedarRiverSite1
5039,8/31/2015 23:30,67.671,CedarRiverSite1
5040,8/31/2015 23:45,67.329,CedarRiverSite1
5041,9/1/2015 0:00,67.028,CedarRiverSite1
5042,9/1/2015 0:15,66.729,CedarRiverSite1
5043,9/1/2015 0:30,66.472,CedarRiverSite1
5044,9/1/2015 0:45,66.214,CedarRiverSite1
5045,9/1/2015 1:00,66,CedarRiverSite1
5046,9/1/2015 1:15,65.788,CedarRiverSite1
5047,9/1/2015 1:30,65.574,CedarRiverSite1
5048,9/1/2015 1:45,65.403,CedarRiverSite1
5049,9/1/2015 2:00,65.273,CedarRiverSite1
5050,9/1/2015 2:15,65.102,CedarRiverSite1
5051,9/1/2015 2:30,64.974,CedarRiverSite1
5052,9/1/2015 2:45,64.888,CedarRiverSite1
5053,9/1/2015 3:00,64.845,CedarRiverSite1
5054,9/1/2015 3:15,64.803,CedarRiverSite1
5055,9/1/2015 3:30,64.76,CedarRiverSite1
5056,9/1/2015 3:45,64.717,CedarRiverSite1
5057,9/1/2015 4:00,64.674,CedarRiverSite1
5058,9/1/2015 4:15,64.674,CedarRiverSite1
5059,9/1/2015 4:30,64.674,CedarRiverSite1
5060,9/1/2015 4:45,64.632,CedarRiverSite1
5061,9/1/2015 5:00,64.589,CedarRiverSite1
5062,9/1/2015 5:15,64.589,CedarRiverSite1
5063,9/1/2015 5:30,64.546,CedarRiverSite1
5064,9/1/2015 5:45,64.503,CedarRiverSite1
5065,9/1/2015 6:00,64.459,CedarRiverSite1
5066,9/1/2015 6:15,64.418,CedarRiverSite1
5067,9/1/2015 6:30,64.332,CedarRiverSite1
5068,9/1/2015 6:45,64.332,CedarRiverSite1
5069,9/1/2015 7:00,64.288,CedarRiverSite1
5070,9/1/2015 7:15,64.288,CedarRiverSite1
5071,9/1/2015 7:30,64.288,CedarRiverSite1
5072,9/1/2015 7:45,64.332,CedarRiverSite1
5073,9/1/2015 8:00,64.332,CedarRiverSite1
5074,9/1/2015 8:15,64.418,CedarRiverSite1
5075,9/1/2015 8:30,64.459,CedarRiverSite1
5076,9/1/2015 8:45,64.546,CedarRiverSite1
5077,9/1/2015 9:00,64.589,CedarRiverSite1
5078,9/1/2015 9:15,64.931,CedarRiverSite1
5079,9/1/2015 9:30,65.273,CedarRiverSite1
5080,9/1/2015 9:45,65.872,CedarRiverSite1
5081,9/1/2015 10:00,66.686,CedarRiverSite1
5082,9/1/2015 10:15,67.671,CedarRiverSite1
5083,9/1/2015 10:30,68.099,CedarRiverSite1
5084,9/1/2015 10:45,69.3,CedarRiverSite1
5085,9/1/2015 11:00,69.557,CedarRiverSite1
5086,9/1/2015 11:15,70.329,CedarRiverSite1
5087,9/1/2015 11:30,70.846,CedarRiverSite1
5088,9/1/2015 11:45,70.887,CedarRiverSite1
5089,9/1/2015 12:00,71.103,CedarRiverSite1
5090,9/1/2015 12:15,71.62,CedarRiverSite1
5091,9/1/2015 12:30,72.221,CedarRiverSite1
5092,9/1/2015 12:45,73.515,CedarRiverSite1
5093,9/1/2015 13:00,74.424,CedarRiverSite1
5094,9/1/2015 13:15,75.463,CedarRiverSite1
5095,9/1/2015 13:30,75.594,CedarRiverSite1
5096,9/1/2015 13:45,75.767,CedarRiverSite1
5097,9/1/2015 14:00,76.203,CedarRiverSite1
5098,9/1/2015 14:15,77.421,CedarRiverSite1
5099,9/1/2015 14:30,78.382,CedarRiverSite1
5100,9/1/2015 14:45,79.128,CedarRiverSite1
5101,9/1/2015 15:00,79.92,CedarRiverSite1
5102,9/1/2015 15:15,80.404,CedarRiverSite1
5103,9/1/2015 15:30,80.802,CedarRiverSite1
5104,9/1/2015 15:45,81.066,CedarRiverSite1
5105,9/1/2015 16:00,81.199,CedarRiverSite1
5106,9/1/2015 16:15,81.244,CedarRiverSite1
5107,9/1/2015 16:30,81.154,CedarRiverSite1
5108,9/1/2015 16:45,81.023,CedarRiverSite1
5109,9/1/2015 17:00,80.757,CedarRiverSite1
5110,9/1/2015 17:15,80.404,CedarRiverSite1
5111,9/1/2015 17:30,79.963,CedarRiverSite1
5112,9/1/2015 17:45,79.524,CedarRiverSite1
5113,9/1/2015 18:00,78.953,CedarRiverSite1
5114,9/1/2015 18:15,78.382,CedarRiverSite1
5115,9/1/2015 18:30,77.727,CedarRiverSite1
5116,9/1/2015 18:45,77.117,CedarRiverSite1
5117,9/1/2015 19:00,76.507,CedarRiverSite1
5118,9/1/2015 19:15,75.942,CedarRiverSite1
5119,9/1/2015 19:30,75.376,CedarRiverSite1
5120,9/1/2015 19:45,74.813,CedarRiverSite1
5121,9/1/2015 20:00,74.206,CedarRiverSite1
5122,9/1/2015 20:15,73.558,CedarRiverSite1
5123,9/1/2015 20:30,72.912,CedarRiverSite1
5124,9/1/2015 20:45,72.264,CedarRiverSite1
5125,9/1/2015 21:00,71.661,CedarRiverSite1
5126,9/1/2015 21:15,71.06,CedarRiverSite1
5127,9/1/2015 21:30,70.459,CedarRiverSite1
5128,9/1/2015 21:45,69.858,CedarRiverSite1
5129,9/1/2015 22:00,69.343,CedarRiverSite1
5130,9/1/2015 22:15,68.871,CedarRiverSite1
5131,9/1/2015 22:30,68.527,CedarRiverSite1
5132,9/1/2015 22:45,68.185,CedarRiverSite1
5133,9/1/2015 23:00,67.971,CedarRiverSite1
5134,9/1/2015 23:15,67.714,CedarRiverSite1
5135,9/1/2015 23:30,67.5,CedarRiverSite1
5136,9/1/2015 23:45,67.372,CedarRiverSite1
5137,9/2/2015 0:00,67.285,CedarRiverSite1
5138,9/2/2015 0:15,67.199,CedarRiverSite1
5139,9/2/2015 0:30,67.028,CedarRiverSite1
5140,9/2/2015 0:45,66.857,CedarRiverSite1
5141,9/2/2015 1:00,66.6,CedarRiverSite1
5142,9/2/2015 1:15,66.385,CedarRiverSite1
5143,9/2/2015 1:30,66.214,CedarRiverSite1
5144,9/2/2015 1:45,66.087,CedarRiverSite1
5145,9/2/2015 2:00,65.916,CedarRiverSite1
5146,9/2/2015 2:15,65.701,CedarRiverSite1
5147,9/2/2015 2:30,65.444,CedarRiverSite1
5148,9/2/2015 2:45,65.145,CedarRiverSite1
5149,9/2/2015 3:00,64.888,CedarRiverSite1
5150,9/2/2015 3:15,64.76,CedarRiverSite1
5151,9/2/2015 3:30,64.589,CedarRiverSite1
5152,9/2/2015 3:45,64.418,CedarRiverSite1
5153,9/2/2015 4:00,64.332,CedarRiverSite1
5154,9/2/2015 4:15,64.204,CedarRiverSite1
5155,9/2/2015 4:30,63.99,CedarRiverSite1
5156,9/2/2015 4:45,63.819,CedarRiverSite1
5157,9/2/2015 5:00,63.604,CedarRiverSite1
5158,9/2/2015 5:15,63.39,CedarRiverSite1
5159,9/2/2015 5:30,63.262,CedarRiverSite1
5160,9/2/2015 5:45,63.048,CedarRiverSite1
5161,9/2/2015 6:00,62.834,CedarRiverSite1
5162,9/2/2015 6:15,62.62,CedarRiverSite1
5163,9/2/2015 6:30,62.406,CedarRiverSite1
5164,9/2/2015 6:45,62.233,CedarRiverSite1
5165,9/2/2015 7:00,62.105,CedarRiverSite1
5166,9/2/2015 7:15,61.934,CedarRiverSite1
5167,9/2/2015 7:30,61.761,CedarRiverSite1
5168,9/2/2015 7:45,61.677,CedarRiverSite1
5169,9/2/2015 8:00,61.677,CedarRiverSite1
5170,9/2/2015 8:15,61.72,CedarRiverSite1
5171,9/2/2015 8:30,61.934,CedarRiverSite1
5172,9/2/2015 8:45,62.191,CedarRiverSite1
5173,9/2/2015 9:00,62.447,CedarRiverSite1
5174,9/2/2015 9:15,62.834,CedarRiverSite1
5175,9/2/2015 9:30,63.347,CedarRiverSite1
5176,9/2/2015 9:45,64.033,CedarRiverSite1
5177,9/2/2015 10:00,64.459,CedarRiverSite1
5178,9/2/2015 10:15,64.845,CedarRiverSite1
5179,9/2/2015 10:30,65.829,CedarRiverSite1
5180,9/2/2015 10:45,66.686,CedarRiverSite1
5181,9/2/2015 11:00,67.5,CedarRiverSite1
5182,9/2/2015 11:15,68.657,CedarRiverSite1
5183,9/2/2015 11:30,69.3,CedarRiverSite1
5184,9/2/2015 11:45,70.416,CedarRiverSite1
5185,9/2/2015 12:00,71.49,CedarRiverSite1
5186,9/2/2015 12:15,72.567,CedarRiverSite1
5187,9/2/2015 12:30,73.688,CedarRiverSite1
5188,9/2/2015 12:45,74.554,CedarRiverSite1
5189,9/2/2015 13:00,75.853,CedarRiverSite1
5190,9/2/2015 13:15,77.16,CedarRiverSite1
5191,9/2/2015 13:30,77.945,CedarRiverSite1
5192,9/2/2015 13:45,79.128,CedarRiverSite1
5193,9/2/2015 14:00,80.096,CedarRiverSite1
5194,9/2/2015 14:15,80.978,CedarRiverSite1
5195,9/2/2015 14:30,81.73,CedarRiverSite1
5196,9/2/2015 14:45,82.396,CedarRiverSite1
5197,9/2/2015 15:00,82.931,CedarRiverSite1
5198,9/2/2015 15:15,83.377,CedarRiverSite1
5199,9/2/2015 15:30,83.691,CedarRiverSite1
5200,9/2/2015 15:45,83.824,CedarRiverSite1
5201,9/2/2015 16:00,83.869,CedarRiverSite1
5202,9/2/2015 16:15,83.779,CedarRiverSite1
5203,9/2/2015 16:30,83.556,CedarRiverSite1
5204,9/2/2015 16:45,83.377,CedarRiverSite1
5205,9/2/2015 17:00,82.976,CedarRiverSite1
5206,9/2/2015 17:15,82.486,CedarRiverSite1
5207,9/2/2015 17:30,82.042,CedarRiverSite1
5208,9/2/2015 17:45,81.199,CedarRiverSite1
5209,9/2/2015 18:00,80.184,CedarRiverSite1
5210,9/2/2015 18:15,79.435,CedarRiverSite1
5211,9/2/2015 18:30,79.084,CedarRiverSite1
5212,9/2/2015 18:45,78.733,CedarRiverSite1
5213,9/2/2015 19:00,78.382,CedarRiverSite1
5214,9/2/2015 19:15,77.99,CedarRiverSite1
5215,9/2/2015 19:30,77.378,CedarRiverSite1
5216,9/2/2015 19:45,76.636,CedarRiverSite1
5217,9/2/2015 20:00,75.942,CedarRiverSite1
5218,9/2/2015 20:15,75.29,CedarRiverSite1
5219,9/2/2015 20:30,74.597,CedarRiverSite1
5220,9/2/2015 20:45,73.904,CedarRiverSite1
5221,9/2/2015 21:00,73.386,CedarRiverSite1
5222,9/2/2015 21:15,72.912,CedarRiverSite1
5223,9/2/2015 21:30,72.437,CedarRiverSite1
5224,9/2/2015 21:45,71.877,CedarRiverSite1
5225,9/2/2015 22:00,71.361,CedarRiverSite1
5226,9/2/2015 22:15,70.93,CedarRiverSite1
5227,9/2/2015 22:30,70.543,CedarRiverSite1
5228,9/2/2015 22:45,70.201,CedarRiverSite1
5229,9/2/2015 23:00,69.814,CedarRiverSite1
5230,9/2/2015 23:15,69.471,CedarRiverSite1
5231,9/2/2015 23:30,69.17,CedarRiverSite1
5232,9/2/2015 23:45,68.913,CedarRiverSite1
5233,9/3/2015 0:00,68.614,CedarRiverSite1
5234,9/3/2015 0:15,68.313,CedarRiverSite1
5235,9/3/2015 0:30,68.013,CedarRiverSite1
5236,9/3/2015 0:45,67.714,CedarRiverSite1
5237,9/3/2015 1:00,67.456,CedarRiverSite1
5238,9/3/2015 1:15,67.158,CedarRiverSite1
5239,9/3/2015 1:30,66.9,CedarRiverSite1
5240,9/3/2015 1:45,66.814,CedarRiverSite1
5241,9/3/2015 2:00,66.643,CedarRiverSite1
5242,9/3/2015 2:15,66.429,CedarRiverSite1
5243,9/3/2015 2:30,66.173,CedarRiverSite1
5244,9/3/2015 2:45,65.872,CedarRiverSite1
5245,9/3/2015 3:00,65.574,CedarRiverSite1
5246,9/3/2015 3:15,65.316,CedarRiverSite1
5247,9/3/2015 3:30,65.059,CedarRiverSite1
5248,9/3/2015 3:45,64.845,CedarRiverSite1
5249,9/3/2015 4:00,64.717,CedarRiverSite1
5250,9/3/2015 4:15,64.459,CedarRiverSite1
5251,9/3/2015 4:30,64.204,CedarRiverSite1
5252,9/3/2015 4:45,63.903,CedarRiverSite1
5253,9/3/2015 5:00,63.775,CedarRiverSite1
5254,9/3/2015 5:15,63.561,CedarRiverSite1
5255,9/3/2015 5:30,63.39,CedarRiverSite1
5256,9/3/2015 5:45,63.262,CedarRiverSite1
5257,9/3/2015 6:00,63.048,CedarRiverSite1
5258,9/3/2015 6:15,62.791,CedarRiverSite1
5259,9/3/2015 6:30,62.533,CedarRiverSite1
5260,9/3/2015 6:45,62.233,CedarRiverSite1
5261,9/3/2015 7:00,61.977,CedarRiverSite1
5262,9/3/2015 7:15,61.72,CedarRiverSite1
5263,9/3/2015 7:30,61.506,CedarRiverSite1
5264,9/3/2015 7:45,61.376,CedarRiverSite1
5265,9/3/2015 8:00,61.376,CedarRiverSite1
5266,9/3/2015 8:15,61.462,CedarRiverSite1
5267,9/3/2015 8:30,61.633,CedarRiverSite1
5268,9/3/2015 8:45,61.891,CedarRiverSite1
5269,9/3/2015 9:00,62.191,CedarRiverSite1
5270,9/3/2015 9:15,62.62,CedarRiverSite1
5271,9/3/2015 9:30,63.133,CedarRiverSite1
5272,9/3/2015 9:45,63.732,CedarRiverSite1
5273,9/3/2015 10:00,64.418,CedarRiverSite1
5274,9/3/2015 10:15,65.273,CedarRiverSite1
5275,9/3/2015 10:30,66.173,CedarRiverSite1
5276,9/3/2015 10:45,67.028,CedarRiverSite1
5277,9/3/2015 11:00,68.013,CedarRiverSite1
5278,9/3/2015 11:15,68.956,CedarRiverSite1
5279,9/3/2015 11:30,69.901,CedarRiverSite1
5280,9/3/2015 11:45,71.017,CedarRiverSite1
5281,9/3/2015 12:00,72.178,CedarRiverSite1
5282,9/3/2015 12:15,73.256,CedarRiverSite1
5283,9/3/2015 12:30,74.25,CedarRiverSite1
5284,9/3/2015 12:45,74.986,CedarRiverSite1
5285,9/3/2015 13:00,75.942,CedarRiverSite1
5286,9/3/2015 13:15,76.768,CedarRiverSite1
5287,9/3/2015 13:30,77.727,CedarRiverSite1
5288,9/3/2015 13:45,78.996,CedarRiverSite1
5289,9/3/2015 14:00,79.963,CedarRiverSite1
5290,9/3/2015 14:15,80.89,CedarRiverSite1
5291,9/3/2015 14:30,81.642,CedarRiverSite1
5292,9/3/2015 14:45,81.466,CedarRiverSite1
5293,9/3/2015 15:00,81.244,CedarRiverSite1
5294,9/3/2015 15:15,81.952,CedarRiverSite1
5295,9/3/2015 15:30,81.687,CedarRiverSite1
5296,9/3/2015 15:45,81.642,CedarRiverSite1
5297,9/3/2015 16:00,81.066,CedarRiverSite1
5298,9/3/2015 16:15,80.757,CedarRiverSite1
5299,9/3/2015 16:30,80.404,CedarRiverSite1
5300,9/3/2015 16:45,80.404,CedarRiverSite1
5301,9/3/2015 17:00,80.272,CedarRiverSite1
5302,9/3/2015 17:15,79.831,CedarRiverSite1
5303,9/3/2015 17:30,79.524,CedarRiverSite1
5304,9/3/2015 17:45,79.261,CedarRiverSite1
5305,9/3/2015 18:00,78.777,CedarRiverSite1
5306,9/3/2015 18:15,78.296,CedarRiverSite1
5307,9/3/2015 18:30,77.859,CedarRiverSite1
5308,9/3/2015 18:45,77.421,CedarRiverSite1
5309,9/3/2015 19:00,76.986,CedarRiverSite1
5310,9/3/2015 19:15,76.55,CedarRiverSite1
5311,9/3/2015 19:30,76.114,CedarRiverSite1
5312,9/3/2015 19:45,75.681,CedarRiverSite1
