D,DateTime,TempF,Location
1,7/10/2015 12:00,71.317,CedarRiverSite1
2,7/10/2015 12:15,71.49,CedarRiverSite1
3,7/10/2015 12:30,71.62,CedarRiverSite1
4,7/10/2015 12:45,71.834,CedarRiverSite1
5,7/10/2015 13:00,72.093,CedarRiverSite1
6,7/10/2015 13:15,72.653,CedarRiverSite1
7,7/10/2015 13:30,72.997,CedarRiverSite1
8,7/10/2015 13:45,73.213,CedarRiverSite1
9,7/10/2015 14:00,73.429,CedarRiverSite1
10,7/10/2015 14:15,73.602,CedarRiverSite1
11,7/10/2015 14:30,73.774,CedarRiverSite1
12,7/10/2015 14:45,73.99,CedarRiverSite1
13,7/10/2015 15:00,74.295,CedarRiverSite1
14,7/10/2015 15:15,74.77,CedarRiverSite1
15,7/10/2015 15:30,75.074,CedarRiverSite1
16,7/10/2015 15:45,75.42,CedarRiverSite1
17,7/10/2015 16:00,75.81,CedarRiverSite1
18,7/10/2015 16:15,76.114,CedarRiverSite1
19,7/10/2015 16:30,76.158,CedarRiverSite1
20,7/10/2015 16:45,76.375,CedarRiverSite1
21,7/10/2015 17:00,76.681,CedarRiverSite1
22,7/10/2015 17:15,76.768,CedarRiverSite1
23,7/10/2015 17:30,76.768,CedarRiverSite1
24,7/10/2015 17:45,76.725,CedarRiverSite1
25,7/10/2015 18:00,76.636,CedarRiverSite1
26,7/10/2015 18:15,76.507,CedarRiverSite1
27,7/10/2015 18:30,76.375,CedarRiverSite1
28,7/10/2015 18:45,76.203,CedarRiverSite1
29,7/10/2015 19:00,76.028,CedarRiverSite1
30,7/10/2015 19:15,75.985,CedarRiverSite1
31,7/10/2015 19:30,75.853,CedarRiverSite1
32,7/10/2015 19:45,75.767,CedarRiverSite1
33,7/10/2015 20:00,75.463,CedarRiverSite1
34,7/10/2015 20:15,75.16,CedarRiverSite1
35,7/10/2015 20:30,75.074,CedarRiverSite1
36,7/10/2015 20:45,74.856,CedarRiverSite1
37,7/10/2015 21:00,74.424,CedarRiverSite1
38,7/10/2015 21:15,74.163,CedarRiverSite1
39,7/10/2015 21:30,73.99,CedarRiverSite1
40,7/10/2015 21:45,73.645,CedarRiverSite1
41,7/10/2015 22:00,73.256,CedarRiverSite1
42,7/10/2015 22:15,72.912,CedarRiverSite1
43,7/10/2015 22:30,72.567,CedarRiverSite1
44,7/10/2015 22:45,72.264,CedarRiverSite1
45,7/10/2015 23:00,72.007,CedarRiverSite1
46,7/10/2015 23:15,71.748,CedarRiverSite1
47,7/10/2015 23:30,71.533,CedarRiverSite1
48,7/10/2015 23:45,71.274,CedarRiverSite1
49,7/11/2015 0:00,70.974,CedarRiverSite1
50,7/11/2015 0:15,70.716,CedarRiverSite1
51,7/11/2015 0:30,70.459,CedarRiverSite1
52,7/11/2015 0:45,70.201,CedarRiverSite1
53,7/11/2015 1:00,69.942,CedarRiverSite1
54,7/11/2015 1:15,69.685,CedarRiverSite1
55,7/11/2015 1:30,69.557,CedarRiverSite1
56,7/11/2015 1:45,69.427,CedarRiverSite1
57,7/11/2015 2:00,69.3,CedarRiverSite1
58,7/11/2015 2:15,69.213,CedarRiverSite1
59,7/11/2015 2:30,69.129,CedarRiverSite1
60,7/11/2015 2:45,69.042,CedarRiverSite1
61,7/11/2015 3:00,68.956,CedarRiverSite1
62,7/11/2015 3:15,68.871,CedarRiverSite1
63,7/11/2015 3:30,68.742,CedarRiverSite1
64,7/11/2015 3:45,68.657,CedarRiverSite1
65,7/11/2015 4:00,68.571,CedarRiverSite1
66,7/11/2015 4:15,68.484,CedarRiverSite1
67,7/11/2015 4:30,68.4,CedarRiverSite1
68,7/11/2015 4:45,68.313,CedarRiverSite1
69,7/11/2015 5:00,68.27,CedarRiverSite1
70,7/11/2015 5:15,68.185,CedarRiverSite1
71,7/11/2015 5:30,68.099,CedarRiverSite1
72,7/11/2015 5:45,68.056,CedarRiverSite1
73,7/11/2015 6:00,68.013,CedarRiverSite1
74,7/11/2015 6:15,68.013,CedarRiverSite1
75,7/11/2015 6:30,68.013,CedarRiverSite1
76,7/11/2015 6:45,67.971,CedarRiverSite1
77,7/11/2015 7:00,67.971,CedarRiverSite1
78,7/11/2015 7:15,67.971,CedarRiverSite1
79,7/11/2015 7:30,68.013,CedarRiverSite1
80,7/11/2015 7:45,68.013,CedarRiverSite1
81,7/11/2015 8:00,68.056,CedarRiverSite1
82,7/11/2015 8:15,68.142,CedarRiverSite1
83,7/11/2015 8:30,68.227,CedarRiverSite1
84,7/11/2015 8:45,68.356,CedarRiverSite1
85,7/11/2015 9:00,68.527,CedarRiverSite1
86,7/11/2015 9:15,68.785,CedarRiverSite1
87,7/11/2015 9:30,69.042,CedarRiverSite1
88,7/11/2015 9:45,69.343,CedarRiverSite1
89,7/11/2015 10:00,69.6,CedarRiverSite1
90,7/11/2015 10:15,69.985,CedarRiverSite1
91,7/11/2015 10:30,70.416,CedarRiverSite1
92,7/11/2015 10:45,70.803,CedarRiverSite1
93,7/11/2015 11:00,71.231,CedarRiverSite1
94,7/11/2015 11:15,71.791,CedarRiverSite1
95,7/11/2015 11:30,72.007,CedarRiverSite1
96,7/11/2015 11:45,72.264,CedarRiverSite1
97,7/11/2015 12:00,72.653,CedarRiverSite1
98,7/11/2015 12:15,72.997,CedarRiverSite1
99,7/11/2015 12:30,73.602,CedarRiverSite1
100,7/11/2015 12:45,74.25,CedarRiverSite1
101,7/11/2015 13:00,74.943,CedarRiverSite1
102,7/11/2015 13:15,75.637,CedarRiverSite1
103,7/11/2015 13:30,76.375,CedarRiverSite1
104,7/11/2015 13:45,76.986,CedarRiverSite1
105,7/11/2015 14:00,77.421,CedarRiverSite1
106,7/11/2015 14:15,77.945,CedarRiverSite1
107,7/11/2015 14:30,78.471,CedarRiverSite1
108,7/11/2015 14:45,79.041,CedarRiverSite1
109,7/11/2015 15:00,79.435,CedarRiverSite1
110,7/11/2015 15:15,79.876,CedarRiverSite1
111,7/11/2015 15:30,80.316,CedarRiverSite1
112,7/11/2015 15:45,80.625,CedarRiverSite1
113,7/11/2015 16:00,80.978,CedarRiverSite1
114,7/11/2015 16:15,81.244,CedarRiverSite1
115,7/11/2015 16:30,81.554,CedarRiverSite1
116,7/11/2015 16:45,81.819,CedarRiverSite1
117,7/11/2015 17:00,82.085,CedarRiverSite1
118,7/11/2015 17:15,82.218,CedarRiverSite1
119,7/11/2015 17:30,82.175,CedarRiverSite1
120,7/11/2015 17:45,82.263,CedarRiverSite1
121,7/11/2015 18:00,82.353,CedarRiverSite1
122,7/11/2015 18:15,82.263,CedarRiverSite1
123,7/11/2015 18:30,82.13,CedarRiverSite1
124,7/11/2015 18:45,82.085,CedarRiverSite1
125,7/11/2015 19:00,81.952,CedarRiverSite1
126,7/11/2015 19:15,81.909,CedarRiverSite1
127,7/11/2015 19:30,81.73,CedarRiverSite1
128,7/11/2015 19:45,81.554,CedarRiverSite1
129,7/11/2015 20:00,81.333,CedarRiverSite1
130,7/11/2015 20:15,81.199,CedarRiverSite1
131,7/11/2015 20:30,81.023,CedarRiverSite1
132,7/11/2015 20:45,80.845,CedarRiverSite1
133,7/11/2015 21:00,80.625,CedarRiverSite1
134,7/11/2015 21:15,80.316,CedarRiverSite1
135,7/11/2015 21:30,80.008,CedarRiverSite1
136,7/11/2015 21:45,79.655,CedarRiverSite1
137,7/11/2015 22:00,79.392,CedarRiverSite1
138,7/11/2015 22:15,79.084,CedarRiverSite1
139,7/11/2015 22:30,78.865,CedarRiverSite1
140,7/11/2015 22:45,78.645,CedarRiverSite1
141,7/11/2015 23:00,78.427,CedarRiverSite1
142,7/11/2015 23:15,78.165,CedarRiverSite1
143,7/11/2015 23:30,77.902,CedarRiverSite1
144,7/11/2015 23:45,77.639,CedarRiverSite1
145,7/12/2015 0:00,77.335,CedarRiverSite1
146,7/12/2015 0:15,77.072,CedarRiverSite1
147,7/12/2015 0:30,76.811,CedarRiverSite1
148,7/12/2015 0:45,76.55,CedarRiverSite1
149,7/12/2015 1:00,76.289,CedarRiverSite1
150,7/12/2015 1:15,76.028,CedarRiverSite1
151,7/12/2015 1:30,75.81,CedarRiverSite1
152,7/12/2015 1:45,75.594,CedarRiverSite1
153,7/12/2015 2:00,75.376,CedarRiverSite1
154,7/12/2015 2:15,75.204,CedarRiverSite1
155,7/12/2015 2:30,74.986,CedarRiverSite1
156,7/12/2015 2:45,74.813,CedarRiverSite1
157,7/12/2015 3:00,74.64,CedarRiverSite1
158,7/12/2015 3:15,74.424,CedarRiverSite1
159,7/12/2015 3:30,74.295,CedarRiverSite1
160,7/12/2015 3:45,74.12,CedarRiverSite1
161,7/12/2015 4:00,73.99,CedarRiverSite1
162,7/12/2015 4:15,73.904,CedarRiverSite1
163,7/12/2015 4:30,73.818,CedarRiverSite1
164,7/12/2015 4:45,73.731,CedarRiverSite1
165,7/12/2015 5:00,73.688,CedarRiverSite1
166,7/12/2015 5:15,73.602,CedarRiverSite1
167,7/12/2015 5:30,73.602,CedarRiverSite1
168,7/12/2015 5:45,73.558,CedarRiverSite1
169,7/12/2015 6:00,73.515,CedarRiverSite1
170,7/12/2015 6:15,73.472,CedarRiverSite1
171,7/12/2015 6:30,73.386,CedarRiverSite1
172,7/12/2015 6:45,73.299,CedarRiverSite1
173,7/12/2015 7:00,73.256,CedarRiverSite1
174,7/12/2015 7:15,73.213,CedarRiverSite1
175,7/12/2015 7:30,73.17,CedarRiverSite1
176,7/12/2015 7:45,73.17,CedarRiverSite1
177,7/12/2015 8:00,73.17,CedarRiverSite1
178,7/12/2015 8:15,73.213,CedarRiverSite1
179,7/12/2015 8:30,73.256,CedarRiverSite1
180,7/12/2015 8:45,73.342,CedarRiverSite1
181,7/12/2015 9:00,73.515,CedarRiverSite1
182,7/12/2015 9:15,73.688,CedarRiverSite1
183,7/12/2015 9:30,73.861,CedarRiverSite1
184,7/12/2015 9:45,74.077,CedarRiverSite1
185,7/12/2015 10:00,74.381,CedarRiverSite1
186,7/12/2015 10:15,74.64,CedarRiverSite1
187,7/12/2015 10:30,74.986,CedarRiverSite1
188,7/12/2015 10:45,75.333,CedarRiverSite1
189,7/12/2015 11:00,75.724,CedarRiverSite1
190,7/12/2015 11:15,76.114,CedarRiverSite1
191,7/12/2015 11:30,76.55,CedarRiverSite1
192,7/12/2015 11:45,77.029,CedarRiverSite1
193,7/12/2015 12:00,77.509,CedarRiverSite1
194,7/12/2015 12:15,78.033,CedarRiverSite1
195,7/12/2015 12:30,78.514,CedarRiverSite1
196,7/12/2015 12:45,79.041,CedarRiverSite1
197,7/12/2015 13:00,79.524,CedarRiverSite1
198,7/12/2015 13:15,80.051,CedarRiverSite1
199,7/12/2015 13:30,80.58,CedarRiverSite1
200,7/12/2015 13:45,81.066,CedarRiverSite1
201,7/12/2015 14:00,81.509,CedarRiverSite1
202,7/12/2015 14:15,81.952,CedarRiverSite1
203,7/12/2015 14:30,82.396,CedarRiverSite1
204,7/12/2015 14:45,82.753,CedarRiverSite1
205,7/12/2015 15:00,83.064,CedarRiverSite1
206,7/12/2015 15:15,83.422,CedarRiverSite1
207,7/12/2015 15:30,83.736,CedarRiverSite1
208,7/12/2015 15:45,83.959,CedarRiverSite1
209,7/12/2015 16:00,84.182,CedarRiverSite1
210,7/12/2015 16:15,84.362,CedarRiverSite1
211,7/12/2015 16:30,84.452,CedarRiverSite1
212,7/12/2015 16:45,84.542,CedarRiverSite1
213,7/12/2015 17:00,84.677,CedarRiverSite1
214,7/12/2015 17:15,84.722,CedarRiverSite1
215,7/12/2015 17:30,84.722,CedarRiverSite1
216,7/12/2015 17:45,84.677,CedarRiverSite1
217,7/12/2015 18:00,84.632,CedarRiverSite1
218,7/12/2015 18:15,84.632,CedarRiverSite1
219,7/12/2015 18:30,84.497,CedarRiverSite1
220,7/12/2015 18:45,84.362,CedarRiverSite1
221,7/12/2015 19:00,84.227,CedarRiverSite1
222,7/12/2015 19:15,84.094,CedarRiverSite1
223,7/12/2015 19:30,83.869,CedarRiverSite1
224,7/12/2015 19:45,83.646,CedarRiverSite1
225,7/12/2015 20:00,83.422,CedarRiverSite1
226,7/12/2015 20:15,83.199,CedarRiverSite1
227,7/12/2015 20:30,82.976,CedarRiverSite1
228,7/12/2015 20:45,82.708,CedarRiverSite1
229,7/12/2015 21:00,82.396,CedarRiverSite1
230,7/12/2015 21:15,82.085,CedarRiverSite1
231,7/12/2015 21:30,81.73,CedarRiverSite1
232,7/12/2015 21:45,81.376,CedarRiverSite1
233,7/12/2015 22:00,81.023,CedarRiverSite1
234,7/12/2015 22:15,80.713,CedarRiverSite1
235,7/12/2015 22:30,80.404,CedarRiverSite1
236,7/12/2015 22:45,80.051,CedarRiverSite1
237,7/12/2015 23:00,79.788,CedarRiverSite1
238,7/12/2015 23:15,79.48,CedarRiverSite1
239,7/12/2015 23:30,79.128,CedarRiverSite1
240,7/12/2015 23:45,78.865,CedarRiverSite1
241,7/13/2015 0:00,78.602,CedarRiverSite1
242,7/13/2015 0:15,78.339,CedarRiverSite1
243,7/13/2015 0:30,78.033,CedarRiverSite1
244,7/13/2015 0:45,77.77,CedarRiverSite1
245,7/13/2015 1:00,77.553,CedarRiverSite1
246,7/13/2015 1:15,77.247,CedarRiverSite1
247,7/13/2015 1:30,76.899,CedarRiverSite1
248,7/13/2015 1:45,76.636,CedarRiverSite1
249,7/13/2015 2:00,76.375,CedarRiverSite1
250,7/13/2015 2:15,76.071,CedarRiverSite1
251,7/13/2015 2:30,75.767,CedarRiverSite1
252,7/13/2015 2:45,75.508,CedarRiverSite1
253,7/13/2015 3:00,75.247,CedarRiverSite1
254,7/13/2015 3:15,74.943,CedarRiverSite1
255,7/13/2015 3:30,74.727,CedarRiverSite1
256,7/13/2015 3:45,74.467,CedarRiverSite1
257,7/13/2015 4:00,74.25,CedarRiverSite1
258,7/13/2015 4:15,74.034,CedarRiverSite1
259,7/13/2015 4:30,73.818,CedarRiverSite1
260,7/13/2015 4:45,73.558,CedarRiverSite1
261,7/13/2015 5:00,73.342,CedarRiverSite1
262,7/13/2015 5:15,73.083,CedarRiverSite1
263,7/13/2015 5:30,72.869,CedarRiverSite1
264,7/13/2015 5:45,72.653,CedarRiverSite1
265,7/13/2015 6:00,72.394,CedarRiverSite1
266,7/13/2015 6:15,72.221,CedarRiverSite1
267,7/13/2015 6:30,72.093,CedarRiverSite1
268,7/13/2015 6:45,72.007,CedarRiverSite1
269,7/13/2015 7:00,71.92,CedarRiverSite1
270,7/13/2015 7:15,71.877,CedarRiverSite1
271,7/13/2015 7:30,71.834,CedarRiverSite1
272,7/13/2015 7:45,71.791,CedarRiverSite1
273,7/13/2015 8:00,71.791,CedarRiverSite1
274,7/13/2015 8:15,71.748,CedarRiverSite1
275,7/13/2015 8:30,71.791,CedarRiverSite1
276,7/13/2015 8:45,71.877,CedarRiverSite1
277,7/13/2015 9:00,72.05,CedarRiverSite1
278,7/13/2015 9:15,72.221,CedarRiverSite1
279,7/13/2015 9:30,72.48,CedarRiverSite1
280,7/13/2015 9:45,72.739,CedarRiverSite1
281,7/13/2015 10:00,73.04,CedarRiverSite1
282,7/13/2015 10:15,73.386,CedarRiverSite1
283,7/13/2015 10:30,73.774,CedarRiverSite1
284,7/13/2015 10:45,74.163,CedarRiverSite1
285,7/13/2015 11:00,74.554,CedarRiverSite1
286,7/13/2015 11:15,75.029,CedarRiverSite1
287,7/13/2015 11:30,75.551,CedarRiverSite1
288,7/13/2015 11:45,76.071,CedarRiverSite1
289,7/13/2015 12:00,76.636,CedarRiverSite1
290,7/13/2015 12:15,77.247,CedarRiverSite1
291,7/13/2015 12:30,77.859,CedarRiverSite1
292,7/13/2015 12:45,78.471,CedarRiverSite1
293,7/13/2015 13:00,79.084,CedarRiverSite1
294,7/13/2015 13:15,79.655,CedarRiverSite1
295,7/13/2015 13:30,80.272,CedarRiverSite1
296,7/13/2015 13:45,80.89,CedarRiverSite1
297,7/13/2015 14:00,81.466,CedarRiverSite1
298,7/13/2015 14:15,82.042,CedarRiverSite1
299,7/13/2015 14:30,82.575,CedarRiverSite1
300,7/13/2015 14:45,82.931,CedarRiverSite1
301,7/13/2015 15:00,83.242,CedarRiverSite1
302,7/13/2015 15:15,83.646,CedarRiverSite1
303,7/13/2015 15:30,84.049,CedarRiverSite1
304,7/13/2015 15:45,84.317,CedarRiverSite1
305,7/13/2015 16:00,84.632,CedarRiverSite1
306,7/13/2015 16:15,84.99,CedarRiverSite1
307,7/13/2015 16:30,85.262,CedarRiverSite1
308,7/13/2015 16:45,85.442,CedarRiverSite1
309,7/13/2015 17:00,85.622,CedarRiverSite1
310,7/13/2015 17:15,85.757,CedarRiverSite1
311,7/13/2015 17:30,85.802,CedarRiverSite1
312,7/13/2015 17:45,85.757,CedarRiverSite1
313,7/13/2015 18:00,85.712,CedarRiverSite1
314,7/13/2015 18:15,85.667,CedarRiverSite1
315,7/13/2015 18:30,85.532,CedarRiverSite1
316,7/13/2015 18:45,85.397,CedarRiverSite1
317,7/13/2015 19:00,85.172,CedarRiverSite1
318,7/13/2015 19:15,84.945,CedarRiverSite1
319,7/13/2015 19:30,84.722,CedarRiverSite1
320,7/13/2015 19:45,84.452,CedarRiverSite1
321,7/13/2015 20:00,84.227,CedarRiverSite1
322,7/13/2015 20:15,84.049,CedarRiverSite1
323,7/13/2015 20:30,83.824,CedarRiverSite1
324,7/13/2015 20:45,83.601,CedarRiverSite1
325,7/13/2015 21:00,83.332,CedarRiverSite1
326,7/13/2015 21:15,83.021,CedarRiverSite1
327,7/13/2015 21:30,82.665,CedarRiverSite1
328,7/13/2015 21:45,82.263,CedarRiverSite1
329,7/13/2015 22:00,81.864,CedarRiverSite1
330,7/13/2015 22:15,81.466,CedarRiverSite1
331,7/13/2015 22:30,81.111,CedarRiverSite1
332,7/13/2015 22:45,80.713,CedarRiverSite1
333,7/13/2015 23:00,80.361,CedarRiverSite1
334,7/13/2015 23:15,80.008,CedarRiverSite1
335,7/13/2015 23:30,79.612,CedarRiverSite1
336,7/13/2015 23:45,79.261,CedarRiverSite1
337,7/14/2015 0:00,78.91,CedarRiverSite1
338,7/14/2015 0:15,78.559,CedarRiverSite1
339,7/14/2015 0:30,78.208,CedarRiverSite1
340,7/14/2015 0:45,77.815,CedarRiverSite1
341,7/14/2015 1:00,77.509,CedarRiverSite1
342,7/14/2015 1:15,77.16,CedarRiverSite1
343,7/14/2015 1:30,76.811,CedarRiverSite1
344,7/14/2015 1:45,76.464,CedarRiverSite1
345,7/14/2015 2:00,76.158,CedarRiverSite1
346,7/14/2015 2:15,75.898,CedarRiverSite1
347,7/14/2015 2:30,75.637,CedarRiverSite1
348,7/14/2015 2:45,75.376,CedarRiverSite1
349,7/14/2015 3:00,75.117,CedarRiverSite1
350,7/14/2015 3:15,74.899,CedarRiverSite1
351,7/14/2015 3:30,74.683,CedarRiverSite1
352,7/14/2015 3:45,74.467,CedarRiverSite1
353,7/14/2015 4:00,74.25,CedarRiverSite1
354,7/14/2015 4:15,74.077,CedarRiverSite1
355,7/14/2015 4:30,73.904,CedarRiverSite1
356,7/14/2015 4:45,73.731,CedarRiverSite1
357,7/14/2015 5:00,73.558,CedarRiverSite1
358,7/14/2015 5:15,73.386,CedarRiverSite1
359,7/14/2015 5:30,73.256,CedarRiverSite1
360,7/14/2015 5:45,73.083,CedarRiverSite1
361,7/14/2015 6:00,72.869,CedarRiverSite1
362,7/14/2015 6:15,72.739,CedarRiverSite1
363,7/14/2015 6:30,72.567,CedarRiverSite1
364,7/14/2015 6:45,72.394,CedarRiverSite1
365,7/14/2015 7:00,72.307,CedarRiverSite1
366,7/14/2015 7:15,72.221,CedarRiverSite1
367,7/14/2015 7:30,72.178,CedarRiverSite1
368,7/14/2015 7:45,72.221,CedarRiverSite1
369,7/14/2015 8:00,72.264,CedarRiverSite1
370,7/14/2015 8:15,72.394,CedarRiverSite1
371,7/14/2015 8:30,72.523,CedarRiverSite1
372,7/14/2015 8:45,72.653,CedarRiverSite1
373,7/14/2015 9:00,72.826,CedarRiverSite1
374,7/14/2015 9:15,73.083,CedarRiverSite1
375,7/14/2015 9:30,73.342,CedarRiverSite1
376,7/14/2015 9:45,73.645,CedarRiverSite1
377,7/14/2015 10:00,73.947,CedarRiverSite1
378,7/14/2015 10:15,74.295,CedarRiverSite1
379,7/14/2015 10:30,74.727,CedarRiverSite1
380,7/14/2015 10:45,75.117,CedarRiverSite1
381,7/14/2015 11:00,75.594,CedarRiverSite1
382,7/14/2015 11:15,76.028,CedarRiverSite1
383,7/14/2015 11:30,76.55,CedarRiverSite1
384,7/14/2015 11:45,77.072,CedarRiverSite1
385,7/14/2015 12:00,77.639,CedarRiverSite1
386,7/14/2015 12:15,78.208,CedarRiverSite1
387,7/14/2015 12:30,78.777,CedarRiverSite1
388,7/14/2015 12:45,79.347,CedarRiverSite1
389,7/14/2015 13:00,79.92,CedarRiverSite1
390,7/14/2015 13:15,80.449,CedarRiverSite1
391,7/14/2015 13:30,80.978,CedarRiverSite1
392,7/14/2015 13:45,81.509,CedarRiverSite1
393,7/14/2015 14:00,81.997,CedarRiverSite1
394,7/14/2015 14:15,82.486,CedarRiverSite1
395,7/14/2015 14:30,82.976,CedarRiverSite1
396,7/14/2015 14:45,83.422,CedarRiverSite1
397,7/14/2015 15:00,83.824,CedarRiverSite1
398,7/14/2015 15:15,84.182,CedarRiverSite1
399,7/14/2015 15:30,84.497,CedarRiverSite1
400,7/14/2015 15:45,84.812,CedarRiverSite1
401,7/14/2015 16:00,85.035,CedarRiverSite1
402,7/14/2015 16:15,85.217,CedarRiverSite1
403,7/14/2015 16:30,85.352,CedarRiverSite1
404,7/14/2015 16:45,85.352,CedarRiverSite1
405,7/14/2015 17:00,85.442,CedarRiverSite1
406,7/14/2015 17:15,85.442,CedarRiverSite1
407,7/14/2015 17:30,85.352,CedarRiverSite1
408,7/14/2015 17:45,85.262,CedarRiverSite1
409,7/14/2015 18:00,85.127,CedarRiverSite1
410,7/14/2015 18:15,84.99,CedarRiverSite1
411,7/14/2015 18:30,84.812,CedarRiverSite1
412,7/14/2015 18:45,84.542,CedarRiverSite1
413,7/14/2015 19:00,84.272,CedarRiverSite1
414,7/14/2015 19:15,84.004,CedarRiverSite1
415,7/14/2015 19:30,83.691,CedarRiverSite1
416,7/14/2015 19:45,83.422,CedarRiverSite1
417,7/14/2015 20:00,83.109,CedarRiverSite1
418,7/14/2015 20:15,82.841,CedarRiverSite1
419,7/14/2015 20:30,82.575,CedarRiverSite1
420,7/14/2015 20:45,82.308,CedarRiverSite1
421,7/14/2015 21:00,82.042,CedarRiverSite1
422,7/14/2015 21:15,81.819,CedarRiverSite1
423,7/14/2015 21:30,81.554,CedarRiverSite1
424,7/14/2015 21:45,81.288,CedarRiverSite1
425,7/14/2015 22:00,81.023,CedarRiverSite1
426,7/14/2015 22:15,80.713,CedarRiverSite1
427,7/14/2015 22:30,80.404,CedarRiverSite1
428,7/14/2015 22:45,80.096,CedarRiverSite1
429,7/14/2015 23:00,79.788,CedarRiverSite1
430,7/14/2015 23:15,79.48,CedarRiverSite1
431,7/14/2015 23:30,79.173,CedarRiverSite1
432,7/14/2015 23:45,78.91,CedarRiverSite1
433,7/15/2015 0:00,78.602,CedarRiverSite1
434,7/15/2015 0:15,78.339,CedarRiverSite1
435,7/15/2015 0:30,78.033,CedarRiverSite1
436,7/15/2015 0:45,77.77,CedarRiverSite1
437,7/15/2015 1:00,77.509,CedarRiverSite1
438,7/15/2015 1:15,77.247,CedarRiverSite1
439,7/15/2015 1:30,76.986,CedarRiverSite1
440,7/15/2015 1:45,76.768,CedarRiverSite1
441,7/15/2015 2:00,76.55,CedarRiverSite1
442,7/15/2015 2:15,76.332,CedarRiverSite1
443,7/15/2015 2:30,76.114,CedarRiverSite1
444,7/15/2015 2:45,75.942,CedarRiverSite1
445,7/15/2015 3:00,75.767,CedarRiverSite1
446,7/15/2015 3:15,75.594,CedarRiverSite1
447,7/15/2015 3:30,75.42,CedarRiverSite1
448,7/15/2015 3:45,75.29,CedarRiverSite1
449,7/15/2015 4:00,75.16,CedarRiverSite1
450,7/15/2015 4:15,75.029,CedarRiverSite1
451,7/15/2015 4:30,74.943,CedarRiverSite1
452,7/15/2015 4:45,74.813,CedarRiverSite1
453,7/15/2015 5:00,74.727,CedarRiverSite1
454,7/15/2015 5:15,74.64,CedarRiverSite1
455,7/15/2015 5:30,74.554,CedarRiverSite1
456,7/15/2015 5:45,74.511,CedarRiverSite1
457,7/15/2015 6:00,74.424,CedarRiverSite1
458,7/15/2015 6:15,74.338,CedarRiverSite1
459,7/15/2015 6:30,74.25,CedarRiverSite1
460,7/15/2015 6:45,74.206,CedarRiverSite1
461,7/15/2015 7:00,74.163,CedarRiverSite1
462,7/15/2015 7:15,74.12,CedarRiverSite1
463,7/15/2015 7:30,74.12,CedarRiverSite1
464,7/15/2015 7:45,74.12,CedarRiverSite1
465,7/15/2015 8:00,74.12,CedarRiverSite1
466,7/15/2015 8:15,74.12,CedarRiverSite1
467,7/15/2015 8:30,74.163,CedarRiverSite1
468,7/15/2015 8:45,74.206,CedarRiverSite1
469,7/15/2015 9:00,74.25,CedarRiverSite1
470,7/15/2015 9:15,74.381,CedarRiverSite1
471,7/15/2015 9:30,74.511,CedarRiverSite1
472,7/15/2015 9:45,74.597,CedarRiverSite1
473,7/15/2015 10:00,74.727,CedarRiverSite1
474,7/15/2015 10:15,74.899,CedarRiverSite1
475,7/15/2015 10:30,75.029,CedarRiverSite1
476,7/15/2015 10:45,75.117,CedarRiverSite1
477,7/15/2015 11:00,75.16,CedarRiverSite1
478,7/15/2015 11:15,75.247,CedarRiverSite1
479,7/15/2015 11:30,75.42,CedarRiverSite1
480,7/15/2015 11:45,75.42,CedarRiverSite1
481,7/15/2015 12:00,75.594,CedarRiverSite1
482,7/15/2015 12:15,75.942,CedarRiverSite1
483,7/15/2015 12:30,76.246,CedarRiverSite1
484,7/15/2015 12:45,76.725,CedarRiverSite1
485,7/15/2015 13:00,77.072,CedarRiverSite1
486,7/15/2015 13:15,77.247,CedarRiverSite1
487,7/15/2015 13:30,77.335,CedarRiverSite1
488,7/15/2015 13:45,77.464,CedarRiverSite1
489,7/15/2015 14:00,77.378,CedarRiverSite1
490,7/15/2015 14:15,77.292,CedarRiverSite1
491,7/15/2015 14:30,77.203,CedarRiverSite1
492,7/15/2015 14:45,77.117,CedarRiverSite1
493,7/15/2015 15:00,77.072,CedarRiverSite1
494,7/15/2015 15:15,77.072,CedarRiverSite1
495,7/15/2015 15:30,77.072,CedarRiverSite1
496,7/15/2015 15:45,77.072,CedarRiverSite1
497,7/15/2015 16:00,77.072,CedarRiverSite1
498,7/15/2015 16:15,77.203,CedarRiverSite1
499,7/15/2015 16:30,77.335,CedarRiverSite1
500,7/15/2015 16:45,77.509,CedarRiverSite1
501,7/15/2015 17:00,77.727,CedarRiverSite1
502,7/15/2015 17:15,77.945,CedarRiverSite1
503,7/15/2015 17:30,78.033,CedarRiverSite1
504,7/15/2015 17:45,78.033,CedarRiverSite1
505,7/15/2015 18:00,78.033,CedarRiverSite1
506,7/15/2015 18:15,78.165,CedarRiverSite1
507,7/15/2015 18:30,78.121,CedarRiverSite1
508,7/15/2015 18:45,77.945,CedarRiverSite1
509,7/15/2015 19:00,77.859,CedarRiverSite1
510,7/15/2015 19:15,77.727,CedarRiverSite1
511,7/15/2015 19:30,77.509,CedarRiverSite1
512,7/15/2015 19:45,77.335,CedarRiverSite1
513,7/15/2015 20:00,77.203,CedarRiverSite1
514,7/15/2015 20:15,77.029,CedarRiverSite1
515,7/15/2015 20:30,76.899,CedarRiverSite1
516,7/15/2015 20:45,76.811,CedarRiverSite1
517,7/15/2015 21:00,76.681,CedarRiverSite1
518,7/15/2015 21:15,76.593,CedarRiverSite1
