"Plot Title: KSM"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 2419892, SEN S/N: 2419892)","Bad Battery (LGR S/N: 2419892)","Coupler Detached (LGR S/N: 2419892)","Good Battery (LGR S/N: 2419892)","End Of File (LGR S/N: 2419892)"
1,05/30/17 11:34:51 AM,75.376,Logged,,,
2,05/30/17 11:34:58 AM,,,Logged,,
3,05/30/17 11:39:51 AM,76.636,,,Logged,
4,05/30/17 11:44:51 AM,76.986,,,,
5,05/30/17 11:49:51 AM,77.117,,,,
6,05/30/17 11:54:51 AM,76.899,,,,
7,05/30/17 11:59:51 AM,76.725,,,,
8,05/30/17 12:04:51 PM,76.593,,,,
9,05/30/17 12:09:51 PM,76.464,,,,
10,05/30/17 12:14:51 PM,76.550,,,,
11,05/30/17 12:19:51 PM,77.902,,,,
12,05/30/17 12:24:51 PM,78.645,,,,
13,05/30/17 12:29:51 PM,78.427,,,,
14,05/30/17 12:34:51 PM,77.815,,,,
15,05/30/17 12:39:51 PM,77.072,,,,
16,05/30/17 12:44:51 PM,76.550,,,,
17,05/30/17 12:49:51 PM,77.160,,,,
18,05/30/17 12:54:51 PM,78.121,,,,
19,05/30/17 12:59:51 PM,78.514,,,,
20,05/30/17 01:04:51 PM,78.690,,,,
21,05/30/17 01:09:51 PM,76.419,,,,
22,05/30/17 01:14:51 PM,74.206,,,,
23,05/30/17 01:19:51 PM,72.653,,,,
24,05/30/17 01:24:51 PM,71.490,,,,
25,05/30/17 01:29:51 PM,70.587,,,,
26,05/30/17 01:34:51 PM,69.858,,,,
27,05/30/17 01:39:51 PM,69.300,,,,
28,05/30/17 01:44:51 PM,68.785,,,,
29,05/30/17 01:49:51 PM,68.400,,,,
30,05/30/17 01:54:51 PM,68.056,,,,
31,05/30/17 01:59:51 PM,67.842,,,,
32,05/30/17 02:04:51 PM,67.586,,,,
33,05/30/17 02:09:51 PM,67.413,,,,
34,05/30/17 02:14:51 PM,69.256,,,,
35,05/30/17 02:19:51 PM,71.877,,,,
36,05/30/17 02:24:51 PM,73.774,,,,
37,05/30/17 02:29:51 PM,74.206,,,,
38,05/30/17 02:34:51 PM,76.768,,,,
39,05/30/17 02:39:51 PM,77.029,,,,
40,05/30/17 02:44:51 PM,77.117,,,,
41,05/30/17 02:49:51 PM,76.942,,,,
42,05/30/17 02:54:51 PM,76.768,,,,
43,05/30/17 02:59:51 PM,76.636,,,,
44,05/30/17 03:04:51 PM,76.550,,,,
45,05/30/17 03:09:51 PM,76.464,,,,
46,05/30/17 03:14:51 PM,76.375,,,,
47,05/30/17 03:19:51 PM,76.332,,,,
48,05/30/17 03:24:51 PM,76.289,,,,
49,05/30/17 03:29:51 PM,76.289,,,,
50,05/30/17 03:34:51 PM,77.378,,,,
51,05/30/17 03:39:51 PM,78.208,,,,
52,05/30/17 03:44:51 PM,77.639,,,,
53,05/30/17 03:49:51 PM,76.507,,,,
54,05/30/17 03:54:51 PM,75.333,,,,
55,05/30/17 03:59:51 PM,74.250,,,,
56,05/30/17 04:04:51 PM,73.299,,,,
57,05/30/17 04:09:51 PM,72.480,,,,
58,05/30/17 04:14:51 PM,71.791,,,,
59,05/30/17 04:19:51 PM,71.231,,,,
60,05/30/17 04:24:51 PM,70.803,,,,
61,05/30/17 04:29:51 PM,70.459,,,,
62,05/30/17 04:34:51 PM,70.158,,,,
63,05/30/17 04:39:51 PM,69.858,,,,
64,05/30/17 04:44:51 PM,69.557,,,,
65,05/30/17 04:49:51 PM,69.343,,,,
66,05/30/17 04:54:51 PM,69.170,,,,
67,05/30/17 04:59:51 PM,68.999,,,,
68,05/30/17 05:04:51 PM,68.828,,,,
69,05/30/17 05:09:51 PM,68.698,,,,
70,05/30/17 05:14:51 PM,68.614,,,,
71,05/30/17 05:19:51 PM,68.527,,,,
72,05/30/17 05:24:51 PM,68.443,,,,
73,05/30/17 05:29:51 PM,68.356,,,,
74,05/30/17 05:34:51 PM,68.270,,,,
75,05/30/17 05:39:51 PM,68.227,,,,
76,05/30/17 05:44:51 PM,68.185,,,,
77,05/30/17 05:49:51 PM,68.142,,,,
78,05/30/17 05:54:51 PM,68.099,,,,
79,05/30/17 05:59:51 PM,68.099,,,,
80,05/30/17 06:04:51 PM,68.056,,,,
81,05/30/17 06:09:51 PM,68.013,,,,
82,05/30/17 06:14:51 PM,68.013,,,,
83,05/30/17 06:19:51 PM,68.013,,,,
84,05/30/17 06:24:51 PM,68.013,,,,
85,05/30/17 06:29:51 PM,67.971,,,,
86,05/30/17 06:34:51 PM,67.971,,,,
87,05/30/17 06:39:51 PM,67.971,,,,
88,05/30/17 06:44:51 PM,68.013,,,,
89,05/30/17 06:49:51 PM,68.056,,,,
90,05/30/17 06:54:51 PM,68.099,,,,
91,05/30/17 06:59:51 PM,68.142,,,,
92,05/30/17 07:04:51 PM,68.185,,,,
93,05/30/17 07:09:51 PM,68.227,,,,
94,05/30/17 07:14:51 PM,68.270,,,,
95,05/30/17 07:19:51 PM,68.313,,,,
96,05/30/17 07:24:51 PM,68.356,,,,
97,05/30/17 07:29:51 PM,68.356,,,,
98,05/30/17 07:34:51 PM,68.443,,,,
99,05/30/17 07:39:51 PM,68.484,,,,
100,05/30/17 07:44:51 PM,68.527,,,,
101,05/30/17 07:49:51 PM,68.527,,,,
102,05/30/17 07:54:51 PM,68.571,,,,
103,05/30/17 07:59:51 PM,68.614,,,,
104,05/30/17 08:04:51 PM,68.657,,,,
105,05/30/17 08:09:51 PM,68.698,,,,
106,05/30/17 08:14:51 PM,68.698,,,,
107,05/30/17 08:19:51 PM,68.698,,,,
108,05/30/17 08:24:51 PM,68.698,,,,
109,05/30/17 08:29:51 PM,68.698,,,,
110,05/30/17 08:34:51 PM,68.657,,,,
111,05/30/17 08:39:51 PM,68.614,,,,
112,05/30/17 08:44:51 PM,68.571,,,,
113,05/30/17 08:49:51 PM,68.527,,,,
114,05/30/17 08:54:51 PM,68.527,,,,
115,05/30/17 08:59:51 PM,68.484,,,,
116,05/30/17 09:04:51 PM,68.443,,,,
117,05/30/17 09:09:51 PM,68.400,,,,
118,05/30/17 09:14:51 PM,68.356,,,,
119,05/30/17 09:19:51 PM,68.313,,,,
120,05/30/17 09:24:51 PM,68.270,,,,
121,05/30/17 09:29:51 PM,68.227,,,,
122,05/30/17 09:34:51 PM,68.185,,,,
123,05/30/17 09:39:51 PM,68.099,,,,
124,05/30/17 09:44:51 PM,68.056,,,,
125,05/30/17 09:49:51 PM,68.013,,,,
126,05/30/17 09:54:51 PM,67.971,,,,
127,05/30/17 09:59:51 PM,67.928,,,,
128,05/30/17 10:04:51 PM,67.842,,,,
129,05/30/17 10:09:51 PM,67.798,,,,
130,05/30/17 10:14:51 PM,67.757,,,,
131,05/30/17 10:19:51 PM,67.714,,,,
132,05/30/17 10:24:51 PM,67.671,,,,
133,05/30/17 10:29:51 PM,67.627,,,,
134,05/30/17 10:34:51 PM,67.543,,,,
135,05/30/17 10:39:51 PM,67.500,,,,
136,05/30/17 10:44:51 PM,67.456,,,,
137,05/30/17 10:49:51 PM,67.413,,,,
138,05/30/17 10:54:51 PM,67.329,,,,
139,05/30/17 10:59:51 PM,67.285,,,,
140,05/30/17 11:04:51 PM,67.242,,,,
141,05/30/17 11:09:51 PM,67.158,,,,
142,05/30/17 11:14:51 PM,67.114,,,,
143,05/30/17 11:19:51 PM,67.071,,,,
144,05/30/17 11:24:51 PM,66.985,,,,
145,05/30/17 11:29:51 PM,66.943,,,,
146,05/30/17 11:34:51 PM,66.900,,,,
147,05/30/17 11:39:51 PM,66.857,,,,
148,05/30/17 11:44:51 PM,66.772,,,,
149,05/30/17 11:49:51 PM,66.729,,,,
150,05/30/17 11:54:51 PM,66.686,,,,
151,05/30/17 11:59:51 PM,66.643,,,,
152,05/31/17 12:04:51 AM,66.558,,,,
153,05/31/17 12:09:51 AM,66.515,,,,
154,05/31/17 12:14:51 AM,66.472,,,,
155,05/31/17 12:19:51 AM,66.429,,,,
156,05/31/17 12:24:51 AM,66.385,,,,
157,05/31/17 12:29:51 AM,66.301,,,,
158,05/31/17 12:34:51 AM,66.258,,,,
159,05/31/17 12:39:51 AM,66.214,,,,
160,05/31/17 12:44:51 AM,66.130,,,,
161,05/31/17 12:49:51 AM,66.087,,,,
162,05/31/17 12:54:51 AM,66.043,,,,
163,05/31/17 12:59:51 AM,65.959,,,,
164,05/31/17 01:04:51 AM,65.959,,,,
165,05/31/17 01:09:51 AM,65.872,,,,
166,05/31/17 01:14:51 AM,65.829,,,,
167,05/31/17 01:19:51 AM,65.788,,,,
168,05/31/17 01:24:51 AM,65.701,,,,
169,05/31/17 01:29:51 AM,65.658,,,,
170,05/31/17 01:34:51 AM,65.615,,,,
171,05/31/17 01:39:51 AM,65.574,,,,
172,05/31/17 01:44:51 AM,65.530,,,,
173,05/31/17 01:49:51 AM,65.444,,,,
174,05/31/17 01:54:51 AM,65.403,,,,
175,05/31/17 01:59:51 AM,65.359,,,,
176,05/31/17 02:04:51 AM,65.316,,,,
177,05/31/17 02:09:51 AM,65.273,,,,
178,05/31/17 02:14:51 AM,65.230,,,,
179,05/31/17 02:19:51 AM,65.145,,,,
180,05/31/17 02:24:51 AM,65.102,,,,
181,05/31/17 02:29:51 AM,65.059,,,,
182,05/31/17 02:34:51 AM,65.017,,,,
183,05/31/17 02:39:51 AM,64.974,,,,
184,05/31/17 02:44:51 AM,64.931,,,,
185,05/31/17 02:49:51 AM,64.845,,,,
186,05/31/17 02:54:51 AM,64.803,,,,
187,05/31/17 02:59:51 AM,64.760,,,,
188,05/31/17 03:04:51 AM,64.717,,,,
189,05/31/17 03:09:51 AM,64.632,,,,
190,05/31/17 03:14:51 AM,64.589,,,,
191,05/31/17 03:19:51 AM,64.546,,,,
192,05/31/17 03:24:51 AM,64.503,,,,
193,05/31/17 03:29:51 AM,64.418,,,,
194,05/31/17 03:34:51 AM,64.418,,,,
195,05/31/17 03:39:51 AM,64.332,,,,
196,05/31/17 03:44:51 AM,64.288,,,,
197,05/31/17 03:49:51 AM,64.247,,,,
198,05/31/17 03:54:51 AM,64.204,,,,
199,05/31/17 03:59:51 AM,64.161,,,,
200,05/31/17 04:04:51 AM,64.117,,,,
201,05/31/17 04:09:51 AM,64.074,,,,
202,05/31/17 04:14:51 AM,63.990,,,,
203,05/31/17 04:19:51 AM,63.946,,,,
204,05/31/17 04:24:51 AM,63.903,,,,
205,05/31/17 04:29:51 AM,63.862,,,,
206,05/31/17 04:34:51 AM,63.819,,,,
207,05/31/17 04:39:51 AM,63.732,,,,
208,05/31/17 04:44:51 AM,63.689,,,,
209,05/31/17 04:49:51 AM,63.648,,,,
210,05/31/17 04:54:51 AM,63.604,,,,
211,05/31/17 04:59:51 AM,63.561,,,,
212,05/31/17 05:04:51 AM,63.475,,,,
213,05/31/17 05:09:51 AM,63.433,,,,
214,05/31/17 05:14:51 AM,63.390,,,,
215,05/31/17 05:19:51 AM,63.347,,,,
216,05/31/17 05:24:51 AM,63.304,,,,
217,05/31/17 05:29:51 AM,63.219,,,,
218,05/31/17 05:34:51 AM,63.176,,,,
219,05/31/17 05:39:51 AM,63.133,,,,
220,05/31/17 05:44:51 AM,63.090,,,,
221,05/31/17 05:49:51 AM,63.048,,,,
222,05/31/17 05:54:51 AM,63.005,,,,
223,05/31/17 05:59:51 AM,62.962,,,,
224,05/31/17 06:04:51 AM,62.962,,,,
225,05/31/17 06:09:51 AM,62.919,,,,
226,05/31/17 06:14:51 AM,62.875,,,,
227,05/31/17 06:19:51 AM,62.875,,,,
228,05/31/17 06:24:51 AM,62.834,,,,
229,05/31/17 06:29:51 AM,62.791,,,,
230,05/31/17 06:34:51 AM,62.748,,,,
231,05/31/17 06:39:51 AM,62.704,,,,
232,05/31/17 06:44:51 AM,62.704,,,,
233,05/31/17 06:49:51 AM,62.704,,,,
234,05/31/17 06:54:51 AM,62.748,,,,
235,05/31/17 06:59:51 AM,62.791,,,,
236,05/31/17 07:04:51 AM,62.791,,,,
237,05/31/17 07:09:51 AM,62.791,,,,
238,05/31/17 07:14:51 AM,62.834,,,,
239,05/31/17 07:19:51 AM,62.875,,,,
240,05/31/17 07:24:51 AM,62.919,,,,
241,05/31/17 07:29:51 AM,62.962,,,,
242,05/31/17 07:34:51 AM,62.962,,,,
243,05/31/17 07:39:51 AM,62.919,,,,
244,05/31/17 07:44:51 AM,62.875,,,,
245,05/31/17 07:49:51 AM,62.791,,,,
246,05/31/17 07:54:51 AM,62.748,,,,
247,05/31/17 07:59:51 AM,62.704,,,,
248,05/31/17 08:04:51 AM,62.620,,,,
249,05/31/17 08:09:51 AM,62.620,,,,
250,05/31/17 08:14:51 AM,62.577,,,,
251,05/31/17 08:19:51 AM,62.533,,,,
252,05/31/17 08:24:51 AM,62.533,,,,
253,05/31/17 08:29:51 AM,62.533,,,,
254,05/31/17 08:34:51 AM,62.533,,,,
255,05/31/17 08:39:51 AM,62.533,,,,
256,05/31/17 08:44:51 AM,62.533,,,,
257,05/31/17 08:49:51 AM,62.533,,,,
258,05/31/17 08:54:51 AM,62.533,,,,
259,05/31/17 08:59:51 AM,62.533,,,,
260,05/31/17 09:04:51 AM,62.533,,,,
261,05/31/17 09:09:51 AM,62.577,,,,
262,05/31/17 09:14:51 AM,62.620,,,,
263,05/31/17 09:19:51 AM,62.620,,,,
264,05/31/17 09:24:51 AM,62.661,,,,
265,05/31/17 09:29:51 AM,62.661,,,,
266,05/31/17 09:34:51 AM,62.704,,,,
267,05/31/17 09:39:51 AM,62.748,,,,
268,05/31/17 09:44:51 AM,62.791,,,,
269,05/31/17 09:49:51 AM,62.791,,,,
270,05/31/17 09:54:51 AM,62.834,,,,
271,05/31/17 09:59:51 AM,62.875,,,,
272,05/31/17 10:04:51 AM,62.875,,,,
273,05/31/17 10:09:51 AM,62.919,,,,
274,05/31/17 10:14:51 AM,62.962,,,,
275,05/31/17 10:19:51 AM,62.962,,,,
276,05/31/17 10:24:51 AM,63.133,,,,
277,05/31/17 10:29:51 AM,63.390,,,,
278,05/31/17 10:34:51 AM,68.443,,,,
279,05/31/17 10:39:51 AM,69.170,,,,
280,05/31/17 10:44:51 AM,69.643,,,,
281,05/31/17 10:49:51 AM,70.201,,,,
282,05/31/17 10:54:51 AM,70.243,,,,
283,05/31/17 10:59:51 AM,70.158,,,,
284,05/31/17 11:04:51 AM,70.029,,,,
285,05/31/17 11:09:51 AM,69.901,,,,
286,05/31/17 11:14:51 AM,69.858,,,,
287,05/31/17 11:19:51 AM,69.858,,,,
288,05/31/17 11:24:51 AM,70.029,,,,
289,05/31/17 11:29:51 AM,70.502,,,,
290,05/31/17 11:34:51 AM,71.017,,,,
291,05/31/17 11:39:51 AM,71.490,,,,
292,05/31/17 11:44:51 AM,71.877,,,,
293,05/31/17 11:49:51 AM,72.264,,,,
294,05/31/17 11:54:51 AM,72.653,,,,
295,05/31/17 11:59:51 AM,72.826,,,,
296,05/31/17 12:04:51 PM,73.083,,,,
297,05/31/17 12:09:51 PM,73.558,,,,
298,05/31/17 12:14:51 PM,74.250,,,,
299,05/31/17 12:19:51 PM,75.117,,,,
300,05/31/17 12:24:51 PM,75.942,,,,
301,05/31/17 12:29:51 PM,76.636,,,,
302,05/31/17 12:34:51 PM,78.296,,,,
303,05/31/17 12:39:51 PM,79.435,,,,
304,05/31/17 12:44:51 PM,86.844,,,,
305,05/31/17 12:49:51 PM,92.244,,,,
306,05/31/17 12:54:51 PM,89.269,,,,
307,05/31/17 12:59:51 PM,87.757,,,,
308,05/31/17 01:04:51 PM,85.622,,,,
309,05/31/17 01:09:51 PM,84.407,,,,
310,05/31/17 01:14:51 PM,83.064,,,,
311,05/31/17 01:19:51 PM,80.978,,,,
312,05/31/17 01:24:51 PM,74.467,,,,
313,05/31/17 01:29:51 PM,66.729,,,,
314,05/31/17 01:34:51 PM,65.959,,,,
315,05/31/17 01:39:51 PM,66.214,,,,
316,05/31/17 01:44:51 PM,67.885,,,,
317,05/31/17 01:49:51 PM,73.342,,,,
318,05/31/17 01:54:51 PM,71.361,,,,
319,05/31/17 01:59:51 PM,66.130,,,,
320,05/31/17 02:04:51 PM,65.530,,,,
321,05/31/17 02:09:51 PM,65.530,,,,
322,05/31/17 02:14:51 PM,65.444,,,,
323,05/31/17 02:19:51 PM,65.403,,,,
324,05/31/17 02:24:51 PM,65.444,,,,
325,05/31/17 02:29:51 PM,65.444,,,,
326,05/31/17 02:34:51 PM,65.530,,,,
327,05/31/17 02:39:51 PM,65.615,,,,
328,05/31/17 02:44:51 PM,65.701,,,,
329,05/31/17 02:49:51 PM,65.701,,,,
330,05/31/17 02:54:51 PM,65.745,,,,
331,05/31/17 02:59:51 PM,65.788,,,,
332,05/31/17 03:04:51 PM,65.829,,,,
333,05/31/17 03:09:51 PM,65.872,,,,
334,05/31/17 03:14:51 PM,65.872,,,,
335,05/31/17 03:19:51 PM,65.916,,,,
336,05/31/17 03:24:51 PM,65.959,,,,
337,05/31/17 03:29:51 PM,66.000,,,,
338,05/31/17 03:34:51 PM,66.043,,,,
339,05/31/17 03:39:51 PM,66.087,,,,
340,05/31/17 03:44:51 PM,66.087,,,,
341,05/31/17 03:49:51 PM,66.087,,,,
342,05/31/17 03:54:51 PM,66.130,,,,
343,05/31/17 03:59:51 PM,66.130,,,,
344,05/31/17 04:04:51 PM,66.130,,,,
345,05/31/17 04:09:51 PM,66.173,,,,
346,05/31/17 04:14:51 PM,66.214,,,,
347,05/31/17 04:19:51 PM,66.258,,,,
348,05/31/17 04:24:51 PM,66.301,,,,
349,05/31/17 04:29:51 PM,66.344,,,,
350,05/31/17 04:34:51 PM,66.385,,,,
351,05/31/17 04:39:51 PM,66.429,,,,
352,05/31/17 04:44:51 PM,66.472,,,,
353,05/31/17 04:49:51 PM,66.472,,,,
354,05/31/17 04:54:51 PM,66.515,,,,
355,05/31/17 04:59:51 PM,66.515,,,,
356,05/31/17 05:04:51 PM,66.600,,,,
357,05/31/17 05:09:51 PM,66.643,,,,
358,05/31/17 05:14:51 PM,66.729,,,,
359,05/31/17 05:19:51 PM,66.686,,,,
360,05/31/17 05:24:51 PM,66.686,,,,
361,05/31/17 05:29:51 PM,66.729,,,,
362,05/31/17 05:34:51 PM,66.772,,,,
363,05/31/17 05:39:51 PM,66.729,,,,
364,05/31/17 05:44:51 PM,66.729,,,,
365,05/31/17 05:49:51 PM,66.729,,,,
366,05/31/17 05:54:51 PM,66.814,,,,
367,05/31/17 05:59:51 PM,66.814,,,,
368,05/31/17 06:04:51 PM,66.814,,,,
369,05/31/17 06:09:51 PM,66.814,,,,
370,05/31/17 06:14:51 PM,66.814,,,,
371,05/31/17 06:19:51 PM,66.857,,,,
372,05/31/17 06:24:51 PM,66.900,,,,
373,05/31/17 06:29:51 PM,66.900,,,,
374,05/31/17 06:34:51 PM,66.985,,,,
375,05/31/17 06:39:51 PM,66.943,,,,
376,05/31/17 06:44:51 PM,66.985,,,,
377,05/31/17 06:49:51 PM,67.028,,,,
378,05/31/17 06:54:51 PM,67.028,,,,
379,05/31/17 06:59:51 PM,67.028,,,,
380,05/31/17 07:04:51 PM,67.028,,,,
381,05/31/17 07:09:51 PM,66.985,,,,
382,05/31/17 07:14:51 PM,66.943,,,,
383,05/31/17 07:19:51 PM,66.943,,,,
384,05/31/17 07:24:51 PM,66.943,,,,
385,05/31/17 07:29:51 PM,66.985,,,,
386,05/31/17 07:34:51 PM,67.028,,,,
387,05/31/17 07:39:51 PM,67.071,,,,
388,05/31/17 07:44:51 PM,67.028,,,,
389,05/31/17 07:49:51 PM,67.028,,,,
390,05/31/17 07:54:51 PM,66.943,,,,
391,05/31/17 07:59:51 PM,66.900,,,,
392,05/31/17 08:04:51 PM,66.985,,,,
393,05/31/17 08:09:51 PM,66.985,,,,
394,05/31/17 08:14:51 PM,66.985,,,,
395,05/31/17 08:19:51 PM,66.985,,,,
396,05/31/17 08:24:51 PM,66.900,,,,
397,05/31/17 08:29:51 PM,66.985,,,,
398,05/31/17 08:34:51 PM,66.985,,,,
399,05/31/17 08:39:51 PM,66.985,,,,
400,05/31/17 08:44:51 PM,66.943,,,,
401,05/31/17 08:49:51 PM,66.985,,,,
402,05/31/17 08:54:51 PM,66.943,,,,
403,05/31/17 08:59:51 PM,66.943,,,,
404,05/31/17 09:04:51 PM,66.985,,,,
405,05/31/17 09:09:51 PM,66.943,,,,
406,05/31/17 09:14:51 PM,66.900,,,,
407,05/31/17 09:19:51 PM,66.900,,,,
408,05/31/17 09:24:51 PM,66.900,,,,
409,05/31/17 09:29:51 PM,66.900,,,,
410,05/31/17 09:34:51 PM,66.943,,,,
411,05/31/17 09:39:51 PM,66.943,,,,
412,05/31/17 09:44:51 PM,66.900,,,,
413,05/31/17 09:49:51 PM,66.900,,,,
414,05/31/17 09:54:51 PM,66.857,,,,
415,05/31/17 09:59:51 PM,66.857,,,,
416,05/31/17 10:04:51 PM,66.814,,,,
417,05/31/17 10:09:51 PM,66.814,,,,
418,05/31/17 10:14:51 PM,66.686,,,,
419,05/31/17 10:19:51 PM,66.600,,,,
420,05/31/17 10:24:51 PM,66.686,,,,
421,05/31/17 10:29:51 PM,66.643,,,,
422,05/31/17 10:34:51 PM,66.643,,,,
423,05/31/17 10:39:51 PM,66.643,,,,
424,05/31/17 10:44:51 PM,66.600,,,,
425,05/31/17 10:49:51 PM,66.643,,,,
426,05/31/17 10:54:51 PM,66.643,,,,
427,05/31/17 10:59:51 PM,66.558,,,,
428,05/31/17 11:04:51 PM,66.600,,,,
429,05/31/17 11:09:51 PM,66.472,,,,
430,05/31/17 11:14:51 PM,66.429,,,,
431,05/31/17 11:19:51 PM,66.385,,,,
432,05/31/17 11:24:51 PM,66.385,,,,
433,05/31/17 11:29:51 PM,66.344,,,,
434,05/31/17 11:34:51 PM,66.301,,,,
435,05/31/17 11:39:51 PM,66.258,,,,
436,05/31/17 11:44:51 PM,66.173,,,,
437,05/31/17 11:49:51 PM,66.130,,,,
438,05/31/17 11:54:51 PM,66.258,,,,
439,05/31/17 11:59:51 PM,66.214,,,,
440,06/01/17 12:04:51 AM,66.258,,,,
441,06/01/17 12:09:51 AM,66.130,,,,
442,06/01/17 12:14:51 AM,66.258,,,,
443,06/01/17 12:19:51 AM,66.173,,,,
444,06/01/17 12:24:51 AM,66.214,,,,
445,06/01/17 12:29:51 AM,66.173,,,,
446,06/01/17 12:34:51 AM,66.087,,,,
447,06/01/17 12:39:51 AM,66.087,,,,
448,06/01/17 12:44:51 AM,66.087,,,,
449,06/01/17 12:49:51 AM,66.043,,,,
450,06/01/17 12:54:51 AM,66.000,,,,
451,06/01/17 12:59:51 AM,66.043,,,,
452,06/01/17 01:04:51 AM,66.000,,,,
453,06/01/17 01:09:51 AM,65.959,,,,
454,06/01/17 01:14:51 AM,65.872,,,,
455,06/01/17 01:19:51 AM,65.872,,,,
456,06/01/17 01:24:51 AM,65.872,,,,
457,06/01/17 01:29:51 AM,65.872,,,,
458,06/01/17 01:34:51 AM,65.788,,,,
459,06/01/17 01:39:51 AM,65.788,,,,
460,06/01/17 01:44:51 AM,65.788,,,,
461,06/01/17 01:49:51 AM,65.745,,,,
462,06/01/17 01:54:51 AM,65.658,,,,
463,06/01/17 01:59:51 AM,65.574,,,,
464,06/01/17 02:04:51 AM,65.701,,,,
465,06/01/17 02:09:51 AM,65.574,,,,
466,06/01/17 02:14:51 AM,65.574,,,,
467,06/01/17 02:19:51 AM,65.530,,,,
468,06/01/17 02:24:51 AM,65.530,,,,
469,06/01/17 02:29:51 AM,65.487,,,,
470,06/01/17 02:34:51 AM,65.530,,,,
471,06/01/17 02:39:51 AM,65.530,,,,
472,06/01/17 02:44:51 AM,65.487,,,,
473,06/01/17 02:49:51 AM,65.487,,,,
474,06/01/17 02:54:51 AM,65.444,,,,
475,06/01/17 02:59:51 AM,65.403,,,,
476,06/01/17 03:04:51 AM,65.359,,,,
477,06/01/17 03:09:51 AM,65.273,,,,
478,06/01/17 03:14:51 AM,65.273,,,,
479,06/01/17 03:19:51 AM,65.188,,,,
480,06/01/17 03:24:51 AM,65.188,,,,
481,06/01/17 03:29:51 AM,65.230,,,,
482,06/01/17 03:34:51 AM,65.188,,,,
483,06/01/17 03:39:51 AM,65.145,,,,
484,06/01/17 03:44:51 AM,65.188,,,,
485,06/01/17 03:49:51 AM,65.145,,,,
486,06/01/17 03:54:51 AM,65.102,,,,
487,06/01/17 03:59:51 AM,65.059,,,,
488,06/01/17 04:04:51 AM,64.974,,,,
489,06/01/17 04:09:51 AM,65.017,,,,
490,06/01/17 04:14:51 AM,65.017,,,,
491,06/01/17 04:19:51 AM,64.974,,,,
492,06/01/17 04:24:51 AM,64.974,,,,
493,06/01/17 04:29:51 AM,64.888,,,,
494,06/01/17 04:34:51 AM,64.888,,,,
495,06/01/17 04:39:51 AM,64.888,,,,
496,06/01/17 04:44:51 AM,64.803,,,,
497,06/01/17 04:49:51 AM,64.760,,,,
498,06/01/17 04:54:51 AM,64.674,,,,
499,06/01/17 04:59:51 AM,64.632,,,,
500,06/01/17 05:04:51 AM,64.503,,,,
501,06/01/17 05:09:51 AM,64.632,,,,
502,06/01/17 05:14:51 AM,64.674,,,,
503,06/01/17 05:19:51 AM,64.632,,,,
504,06/01/17 05:24:51 AM,64.632,,,,
505,06/01/17 05:29:51 AM,64.589,,,,
506,06/01/17 05:34:51 AM,64.459,,,,
507,06/01/17 05:39:51 AM,64.418,,,,
508,06/01/17 05:44:51 AM,64.459,,,,
509,06/01/17 05:49:51 AM,64.375,,,,
510,06/01/17 05:54:51 AM,64.332,,,,
511,06/01/17 05:59:51 AM,64.247,,,,
512,06/01/17 06:04:51 AM,64.288,,,,
513,06/01/17 06:09:51 AM,64.288,,,,
514,06/01/17 06:14:51 AM,64.247,,,,
515,06/01/17 06:19:51 AM,64.204,,,,
516,06/01/17 06:24:51 AM,64.161,,,,
517,06/01/17 06:29:51 AM,64.161,,,,
518,06/01/17 06:34:51 AM,64.204,,,,
519,06/01/17 06:39:51 AM,64.117,,,,
520,06/01/17 06:44:51 AM,64.074,,,,
521,06/01/17 06:49:51 AM,64.074,,,,
522,06/01/17 06:54:51 AM,64.074,,,,
523,06/01/17 06:59:51 AM,64.074,,,,
524,06/01/17 07:04:51 AM,63.990,,,,
525,06/01/17 07:09:51 AM,63.946,,,,
526,06/01/17 07:14:51 AM,63.990,,,,
527,06/01/17 07:19:51 AM,64.033,,,,
528,06/01/17 07:24:51 AM,64.033,,,,
529,06/01/17 07:29:51 AM,63.990,,,,
530,06/01/17 07:34:51 AM,64.033,,,,
531,06/01/17 07:39:51 AM,64.033,,,,
532,06/01/17 07:44:51 AM,63.903,,,,
533,06/01/17 07:49:51 AM,63.990,,,,
534,06/01/17 07:54:51 AM,63.946,,,,
535,06/01/17 07:59:51 AM,63.990,,,,
536,06/01/17 08:04:51 AM,64.033,,,,
537,06/01/17 08:09:51 AM,64.033,,,,
538,06/01/17 08:14:51 AM,64.033,,,,
539,06/01/17 08:19:51 AM,64.074,,,,
540,06/01/17 08:24:51 AM,64.074,,,,
541,06/01/17 08:29:51 AM,64.074,,,,
542,06/01/17 08:34:51 AM,64.117,,,,
543,06/01/17 08:39:51 AM,64.074,,,,
544,06/01/17 08:44:51 AM,64.117,,,,
545,06/01/17 08:49:51 AM,64.117,,,,
546,06/01/17 08:54:51 AM,64.161,,,,
547,06/01/17 08:59:51 AM,64.204,,,,
548,06/01/17 09:04:51 AM,64.247,,,,
549,06/01/17 09:09:51 AM,64.247,,,,
550,06/01/17 09:14:51 AM,64.247,,,,
551,06/01/17 09:19:51 AM,64.332,,,,
552,06/01/17 09:24:51 AM,64.332,,,,
553,06/01/17 09:29:51 AM,64.418,,,,
554,06/01/17 09:34:51 AM,64.418,,,,
