Site,Date,Temp
WMA,7/23/2015,54.842
WMA,7/23/2015,55.364
WMA,7/23/2015,56.577
WMA,7/23/2015,58.303
WMA,7/23/2015,59.851
WMA,7/23/2015,61.569
WMA,7/23/2015,63.111
WMA,7/23/2015,63.968
WMA,7/23/2015,63.968
WMA,7/23/2015,63.282
WMA,7/23/2015,62.425
WMA,7/23/2015,61.227
WMA,7/23/2015,59.68
WMA,7/23/2015,58.303
WMA,7/23/2015,57.268
WMA,7/23/2015,56.404
WMA,7/23/2015,56.057
WMA,7/24/2015,55.537
WMA,7/24/2015,55.364
WMA,7/24/2015,55.189
WMA,7/24/2015,55.017
WMA,7/24/2015,54.842
WMA,7/24/2015,54.842
WMA,7/24/2015,54.669
WMA,7/24/2015,54.669
WMA,7/24/2015,55.189
WMA,7/24/2015,56.404
WMA,7/24/2015,57.958
WMA,7/24/2015,59.508
WMA,7/24/2015,61.398
WMA,7/24/2015,62.769
WMA,7/24/2015,63.626
WMA,7/24/2015,63.968
WMA,7/24/2015,63.797
WMA,7/24/2015,62.94
WMA,7/24/2015,61.741
WMA,7/24/2015,60.368
WMA,7/24/2015,58.993
WMA,7/24/2015,57.958
WMA,7/24/2015,57.441
WMA,7/24/2015,57.268
WMA,7/25/2015,57.096
WMA,7/25/2015,56.923
WMA,7/25/2015,56.75
WMA,7/25/2015,56.577
WMA,7/25/2015,56.23
WMA,7/25/2015,56.057
WMA,7/25/2015,55.711
WMA,7/25/2015,55.537
WMA,7/25/2015,56.057
WMA,7/25/2015,56.75
WMA,7/25/2015,57.441
WMA,7/25/2015,59.164
WMA,7/25/2015,60.712
WMA,7/25/2015,61.569
WMA,7/25/2015,62.254
WMA,7/25/2015,63.111
WMA,7/25/2015,63.282
WMA,7/25/2015,61.569
WMA,7/25/2015,60.024
WMA,7/25/2015,59.164
WMA,7/25/2015,57.958
WMA,7/25/2015,57.096
WMA,7/25/2015,56.404
WMA,7/25/2015,56.057
WMA,7/26/2015,55.711
WMA,7/26/2015,55.364
WMA,7/26/2015,55.189
WMA,7/26/2015,55.189
WMA,7/26/2015,55.364
WMA,7/26/2015,55.364
WMA,7/26/2015,55.364
WMA,7/26/2015,55.537
WMA,7/26/2015,56.404
WMA,7/26/2015,57.441
WMA,7/26/2015,58.993
WMA,7/26/2015,60.195
WMA,7/26/2015,61.912
WMA,7/26/2015,63.111
WMA,7/26/2015,63.968
WMA,7/26/2015,63.111
WMA,7/26/2015,61.569
WMA,7/26/2015,61.227
WMA,7/26/2015,60.883
WMA,7/26/2015,59.508
WMA,7/26/2015,58.303
WMA,7/26/2015,57.441
WMA,7/26/2015,56.75
WMA,7/26/2015,56.577
WMA,7/27/2015,56.404
WMA,7/27/2015,56.23
WMA,7/27/2015,56.057
WMA,7/27/2015,56.057
WMA,7/27/2015,55.884
WMA,7/27/2015,55.884
WMA,7/27/2015,55.711
WMA,7/27/2015,55.884
WMA,7/27/2015,56.23
WMA,7/27/2015,57.268
WMA,7/27/2015,58.647
WMA,7/27/2015,60.024
WMA,7/27/2015,61.912
WMA,7/27/2015,63.282
WMA,7/27/2015,63.968
WMA,7/27/2015,64.481
WMA,7/27/2015,64.139
WMA,7/27/2015,63.455
WMA,7/27/2015,62.254
WMA,7/27/2015,60.368
WMA,7/27/2015,58.82
WMA,7/27/2015,57.785
WMA,7/27/2015,56.923
WMA,7/27/2015,56.404
WMA,7/28/2015,56.057
WMA,7/28/2015,55.711
WMA,7/28/2015,55.537
WMA,7/28/2015,55.189
WMA,7/28/2015,54.842
WMA,7/28/2015,54.669
WMA,7/28/2015,54.495
WMA,7/28/2015,54.495
WMA,7/28/2015,54.669
WMA,7/28/2015,55.711
WMA,7/28/2015,57.096
WMA,7/28/2015,58.476
WMA,7/28/2015,60.195
WMA,7/28/2015,61.398
WMA,7/28/2015,62.254
WMA,7/28/2015,62.254
WMA,7/28/2015,61.912
WMA,7/28/2015,61.054
WMA,7/28/2015,59.851
WMA,7/28/2015,58.303
WMA,7/28/2015,56.923
WMA,7/28/2015,56.057
WMA,7/28/2015,55.189
WMA,7/28/2015,54.669
WMA,7/29/2015,54.322
WMA,7/29/2015,53.973
WMA,7/29/2015,53.798
WMA,7/29/2015,53.623
WMA,7/29/2015,53.449
WMA,7/29/2015,53.274
WMA,7/29/2015,53.1
WMA,7/29/2015,53.274
WMA,7/29/2015,53.798
